# HDB Data Service (usbr.gov) - https://www.usbr.gov/lc/region/g4000/riverops/_HdbWebQuery.html
#
# API query - https://www.usbr.gov/pn-bin/hdb/hdb.pl?svr=lchdb&sdi=1776%2C2091%2C1721%2C1874&tstp=DY&t1=1990-01-01T00:00&t2=2023-08-28T00:00&table=R&mrid=0&format=csv
#
# Evaporation (SDID=1776), Inflow (SDID=2091), Storage (SDID=1721), and Release (SDID=1874)

DATETIME,     SDI_1776,     SDI_2091,     SDI_1721,     SDI_1874
01/01/1990 00:00,          NaN,          NaN,     21475000,         9480
01/02/1990 00:00,          NaN,          NaN,     21475000,        10900
01/03/1990 00:00,          NaN,          NaN,     21469000,         9930
01/04/1990 00:00,          NaN,          NaN,     21471000,         8960
01/05/1990 00:00,          NaN,          NaN,     21485000,         6120
01/06/1990 00:00,          NaN,          NaN,     21507000,         5420
01/07/1990 00:00,          NaN,          NaN,     21518000,         4760
01/08/1990 00:00,          NaN,          NaN,     21533000,         7480
01/09/1990 00:00,          NaN,          NaN,     21543000,         6910
01/10/1990 00:00,          NaN,          NaN,     21550000,         5850
01/11/1990 00:00,          NaN,          NaN,     21563000,         7840
01/12/1990 00:00,          NaN,          NaN,     21571000,         7780
01/13/1990 00:00,          NaN,          NaN,     21582000,         4400
01/14/1990 00:00,          NaN,          NaN,     21593000,         6080
01/15/1990 00:00,          NaN,          NaN,     21609000,         6610
01/16/1990 00:00,          NaN,          NaN,     21607000,         9780
01/17/1990 00:00,          NaN,          NaN,     21607000,         9760
01/18/1990 00:00,          NaN,          NaN,     21618000,         9820
01/19/1990 00:00,          NaN,          NaN,     21625000,         9940
01/20/1990 00:00,          NaN,          NaN,     21641000,         7680
01/21/1990 00:00,          NaN,          NaN,     21653000,         8580
01/22/1990 00:00,          NaN,          NaN,     21660000,        11500
01/23/1990 00:00,          NaN,          NaN,     21663000,         8750
01/24/1990 00:00,          NaN,          NaN,     21660000,        10300
01/25/1990 00:00,          NaN,          NaN,     21663000,        11100
01/26/1990 00:00,          NaN,          NaN,     21663000,        11800
01/27/1990 00:00,          NaN,          NaN,     21663000,         7780
01/28/1990 00:00,          NaN,          NaN,     21667000,         9620
01/29/1990 00:00,          NaN,          NaN,     21663000,        11300
01/30/1990 00:00,          NaN,          NaN,     21649000,        13900
01/31/1990 00:00,          NaN,          NaN,     21636000,        14000
02/01/1990 00:00,          NaN,          NaN,     21636000,        10100
02/02/1990 00:00,          NaN,          NaN,     21641000,         8150
02/03/1990 00:00,          NaN,          NaN,     21648000,         6260
02/04/1990 00:00,          NaN,          NaN,     21653000,         6420
02/05/1990 00:00,          NaN,          NaN,     21662000,         7480
02/06/1990 00:00,          NaN,          NaN,     21663000,         8940
02/07/1990 00:00,          NaN,          NaN,     21659000,         8600
02/08/1990 00:00,          NaN,          NaN,     21659000,         8470
02/09/1990 00:00,          NaN,          NaN,     21664000,         7210
02/10/1990 00:00,          NaN,          NaN,     21675000,         6140
02/11/1990 00:00,          NaN,          NaN,     21688000,         6140
02/12/1990 00:00,          NaN,          NaN,     21692000,         6860
02/13/1990 00:00,          NaN,          NaN,     21677000,         8900
02/14/1990 00:00,          NaN,          NaN,     21664000,        12800
02/15/1990 00:00,          NaN,          NaN,     21660000,        11300
02/16/1990 00:00,          NaN,          NaN,     21657000,         9540
02/17/1990 00:00,          NaN,          NaN,     21671000,         8960
02/18/1990 00:00,          NaN,          NaN,     21687000,         7010
02/19/1990 00:00,          NaN,          NaN,     21702000,         7580
02/20/1990 00:00,          NaN,          NaN,     21709000,         8390
02/21/1990 00:00,          NaN,          NaN,     21708000,         8120
02/22/1990 00:00,          NaN,          NaN,     21716000,         8440
02/23/1990 00:00,          NaN,          NaN,     21726000,         7820
02/24/1990 00:00,          NaN,          NaN,     21736000,         6670
02/25/1990 00:00,          NaN,          NaN,     21741000,         8090
02/26/1990 00:00,          NaN,          NaN,     21745000,        10000
02/27/1990 00:00,          NaN,          NaN,     21747000,        10700
02/28/1990 00:00,          NaN,          NaN,     21741000,        10800
03/01/1990 00:00,          NaN,          NaN,     21740000,        16400
03/02/1990 00:00,          NaN,          NaN,     21738000,        17900
03/03/1990 00:00,          NaN,          NaN,     21750000,         9950
03/04/1990 00:00,          NaN,          NaN,     21752000,        10300
03/05/1990 00:00,          NaN,          NaN,     21754000,        13700
03/06/1990 00:00,          NaN,          NaN,     21740000,        14600
03/07/1990 00:00,          NaN,          NaN,     21730000,        16900
03/08/1990 00:00,          NaN,          NaN,     21729000,        16200
03/09/1990 00:00,          NaN,          NaN,     21724000,        16100
03/10/1990 00:00,          NaN,          NaN,     21712000,        15200
03/11/1990 00:00,          NaN,          NaN,     21702000,        15900
03/12/1990 00:00,          NaN,          NaN,     21692000,        15500
03/13/1990 00:00,          NaN,          NaN,     21671000,        14900
03/14/1990 00:00,          NaN,          NaN,     21649000,        16300
03/15/1990 00:00,          NaN,          NaN,     21628000,        18200
03/16/1990 00:00,          NaN,          NaN,     21618000,        15900
03/17/1990 00:00,          NaN,          NaN,     21614000,        14000
03/18/1990 00:00,          NaN,          NaN,     21609000,        14300
03/19/1990 00:00,          NaN,          NaN,     21596000,        16900
03/20/1990 00:00,          NaN,          NaN,     21578000,        16000
03/21/1990 00:00,          NaN,          NaN,     21554000,        16200
03/22/1990 00:00,          NaN,          NaN,     21539000,        17000
03/23/1990 00:00,          NaN,          NaN,     21519000,        19700
03/24/1990 00:00,          NaN,          NaN,     21512000,        15100
03/25/1990 00:00,          NaN,          NaN,     21518000,        10400
03/26/1990 00:00,          NaN,          NaN,     21512000,        15800
03/27/1990 00:00,          NaN,          NaN,     21492000,        15600
03/28/1990 00:00,          NaN,          NaN,     21468000,        15600
03/29/1990 00:00,          NaN,          NaN,     21453000,        16500
03/30/1990 00:00,          NaN,          NaN,     21436000,        16600
03/31/1990 00:00,          NaN,          NaN,     21436000,        14200
04/01/1990 00:00,          NaN,          NaN,     21440000,        10600
04/02/1990 00:00,          NaN,          NaN,     21440000,        13900
04/03/1990 00:00,          NaN,          NaN,     21428000,        14000
04/04/1990 00:00,          NaN,          NaN,     21413000,        14200
04/05/1990 00:00,          NaN,          NaN,     21400000,        15700
04/06/1990 00:00,          NaN,          NaN,     21386000,        16300
04/07/1990 00:00,          NaN,          NaN,     21377000,        13500
04/08/1990 00:00,          NaN,          NaN,     21377000,        11200
04/09/1990 00:00,          NaN,          NaN,     21357000,        18600
04/10/1990 00:00,          NaN,          NaN,     21339000,        16400
04/11/1990 00:00,          NaN,          NaN,     21315000,        16300
04/12/1990 00:00,          NaN,          NaN,     21294000,        18300
04/13/1990 00:00,          NaN,          NaN,     21288000,        16700
04/14/1990 00:00,          NaN,          NaN,     21286000,        15500
04/15/1990 00:00,          NaN,          NaN,     21280000,        14300
04/16/1990 00:00,          NaN,          NaN,     21262000,        16300
04/17/1990 00:00,          NaN,          NaN,     21243000,        18300
04/18/1990 00:00,          NaN,          NaN,     21229000,        15600
04/19/1990 00:00,          NaN,          NaN,     21218000,        16500
04/20/1990 00:00,          NaN,          NaN,     21211000,        15800
04/21/1990 00:00,          NaN,          NaN,     21207000,        13200
04/22/1990 00:00,          NaN,          NaN,     21199000,        13600
04/23/1990 00:00,          NaN,          NaN,     21189000,        16600
04/24/1990 00:00,          NaN,          NaN,     21163000,        18300
04/25/1990 00:00,          NaN,          NaN,     21138000,        18000
04/26/1990 00:00,          NaN,          NaN,     21116000,        17200
04/27/1990 00:00,          NaN,          NaN,     21094000,        17600
04/28/1990 00:00,          NaN,          NaN,     21082000,        15500
04/29/1990 00:00,          NaN,          NaN,     21082000,        12300
04/30/1990 00:00,          NaN,          NaN,     21068000,        14000
05/01/1990 00:00,          NaN,          NaN,     21052000,        16300
05/02/1990 00:00,          NaN,          NaN,     21037000,        16800
05/03/1990 00:00,          NaN,          NaN,     21022000,        18400
05/04/1990 00:00,          NaN,          NaN,     21007000,        16900
05/05/1990 00:00,          NaN,          NaN,     21002000,        12400
05/06/1990 00:00,          NaN,          NaN,     20986000,        13400
05/07/1990 00:00,          NaN,          NaN,     20971000,        15400
05/08/1990 00:00,          NaN,          NaN,     20955000,        16700
05/09/1990 00:00,          NaN,          NaN,     20944000,        16300
05/10/1990 00:00,          NaN,          NaN,     20932000,        16600
05/11/1990 00:00,          NaN,          NaN,     20918000,        17200
05/12/1990 00:00,          NaN,          NaN,     20912000,        13900
05/13/1990 00:00,          NaN,          NaN,     20907000,        13300
05/14/1990 00:00,          NaN,          NaN,     20894000,        17200
05/15/1990 00:00,          NaN,          NaN,     20882000,        15300
05/16/1990 00:00,          NaN,          NaN,     20859000,        18400
05/17/1990 00:00,          NaN,          NaN,     20841000,        17100
05/18/1990 00:00,          NaN,          NaN,     20826000,        17900
05/19/1990 00:00,          NaN,          NaN,     20825000,        11900
05/20/1990 00:00,          NaN,          NaN,     20827000,        10300
05/21/1990 00:00,          NaN,          NaN,     20815000,        15500
05/22/1990 00:00,          NaN,          NaN,     20797000,        14400
05/23/1990 00:00,          NaN,          NaN,     20757000,        18700
05/24/1990 00:00,          NaN,          NaN,     20743000,        18200
05/25/1990 00:00,          NaN,          NaN,     20728000,        16400
05/26/1990 00:00,          NaN,          NaN,     20728000,        12900
05/27/1990 00:00,          NaN,          NaN,     20731000,        10400
05/28/1990 00:00,          NaN,          NaN,     20737000,         9920
05/29/1990 00:00,          NaN,          NaN,     20716000,        15600
05/30/1990 00:00,          NaN,          NaN,     20689000,        18500
05/31/1990 00:00,          NaN,          NaN,     20666000,        18200
06/01/1990 00:00,          NaN,          NaN,     20654000,        16500
06/02/1990 00:00,          NaN,          NaN,     20647000,        12800
06/03/1990 00:00,          NaN,          NaN,     20639000,        14100
06/04/1990 00:00,          NaN,          NaN,     20615000,        17100
06/05/1990 00:00,          NaN,          NaN,     20585000,        17500
06/06/1990 00:00,          NaN,          NaN,     20561000,        16700
06/07/1990 00:00,          NaN,          NaN,     20534000,        18300
06/08/1990 00:00,          NaN,          NaN,     20520000,        18800
06/09/1990 00:00,          NaN,          NaN,     20530000,        10900
06/10/1990 00:00,          NaN,          NaN,     20540000,        12000
06/11/1990 00:00,          NaN,          NaN,     20530000,        15800
06/12/1990 00:00,          NaN,          NaN,     20516000,        15800
06/13/1990 00:00,          NaN,          NaN,     20500000,        15800
06/14/1990 00:00,          NaN,          NaN,     20497000,        14700
06/15/1990 00:00,          NaN,          NaN,     20491000,        14100
06/16/1990 00:00,          NaN,          NaN,     20494000,        13900
06/17/1990 00:00,          NaN,          NaN,     20494000,        13600
06/18/1990 00:00,          NaN,          NaN,     20482000,        17500
06/19/1990 00:00,          NaN,          NaN,     20462000,        18800
06/20/1990 00:00,          NaN,          NaN,     20454000,        17200
06/21/1990 00:00,          NaN,          NaN,     20449000,        20100
06/22/1990 00:00,          NaN,          NaN,     20441000,        19500
06/23/1990 00:00,          NaN,          NaN,     20442000,        14200
06/24/1990 00:00,          NaN,          NaN,     20445000,        14800
06/25/1990 00:00,          NaN,          NaN,     20438000,        19700
06/26/1990 00:00,          NaN,          NaN,     20430000,        18200
06/27/1990 00:00,          NaN,          NaN,     20412000,        19300
06/28/1990 00:00,          NaN,          NaN,     20414000,        18600
06/29/1990 00:00,          NaN,          NaN,     20407000,        18400
06/30/1990 00:00,          NaN,          NaN,     20415000,        12300
07/01/1990 00:00,          NaN,          NaN,     20412000,        13900
07/02/1990 00:00,          NaN,          NaN,     20382000,        17700
07/03/1990 00:00,          NaN,          NaN,     20358000,        16900
07/04/1990 00:00,          NaN,          NaN,     20344000,        13100
07/05/1990 00:00,          NaN,          NaN,     20335000,        17400
07/06/1990 00:00,          NaN,          NaN,     20319000,        17100
07/07/1990 00:00,          NaN,          NaN,     20324000,        12800
07/08/1990 00:00,          NaN,          NaN,     20350000,        11700
07/09/1990 00:00,          NaN,          NaN,     20346000,        16900
07/10/1990 00:00,          NaN,          NaN,     20339000,        18400
07/11/1990 00:00,          NaN,          NaN,     20331000,        18600
07/12/1990 00:00,          NaN,          NaN,     20315000,        22100
07/13/1990 00:00,          NaN,          NaN,     20296000,        19600
07/14/1990 00:00,          NaN,          NaN,     20306000,        15900
07/15/1990 00:00,          NaN,          NaN,     20303000,        14600
07/16/1990 00:00,          NaN,          NaN,     20279000,        18900
07/17/1990 00:00,          NaN,          NaN,     20247000,        20400
07/18/1990 00:00,          NaN,          NaN,     20223000,        20000
07/19/1990 00:00,          NaN,          NaN,     20208000,        21700
07/20/1990 00:00,          NaN,          NaN,     20201000,        18400
07/21/1990 00:00,          NaN,          NaN,     20208000,        12000
07/22/1990 00:00,          NaN,          NaN,     20206000,        13500
07/23/1990 00:00,          NaN,          NaN,     20196000,        18700
07/24/1990 00:00,          NaN,          NaN,     20182000,        19200
07/25/1990 00:00,          NaN,          NaN,     20169000,        19100
07/26/1990 00:00,          NaN,          NaN,     20157000,        21100
07/27/1990 00:00,          NaN,          NaN,     20143000,        21700
07/28/1990 00:00,          NaN,          NaN,     20136000,        17300
07/29/1990 00:00,          NaN,          NaN,     20129000,        14400
07/30/1990 00:00,          NaN,          NaN,     20102000,        18600
07/31/1990 00:00,          NaN,          NaN,     20074000,        17500
08/01/1990 00:00,          NaN,          NaN,     20051000,        17000
08/02/1990 00:00,          NaN,          NaN,     20051000,        16900
08/03/1990 00:00,          NaN,          NaN,     20044000,        18200
08/04/1990 00:00,          NaN,          NaN,     20050000,        12900
08/05/1990 00:00,          NaN,          NaN,     20050000,        14100
08/06/1990 00:00,          NaN,          NaN,     20041000,        17600
08/07/1990 00:00,          NaN,          NaN,     20028000,        18700
08/08/1990 00:00,          NaN,          NaN,     20022000,        17000
08/09/1990 00:00,          NaN,          NaN,     20019000,        16900
08/10/1990 00:00,          NaN,          NaN,     20020000,        18800
08/11/1990 00:00,          NaN,          NaN,     20021000,        13400
08/12/1990 00:00,          NaN,          NaN,     20034000,        15200
08/13/1990 00:00,          NaN,          NaN,     20029000,        17400
08/14/1990 00:00,          NaN,          NaN,     20026000,        12700
08/15/1990 00:00,          NaN,          NaN,     20038000,        10300
08/16/1990 00:00,          NaN,          NaN,     20067000,        17100
08/17/1990 00:00,          NaN,          NaN,     20061000,        18300
08/18/1990 00:00,          NaN,          NaN,     20062000,        14300
08/19/1990 00:00,          NaN,          NaN,     20074000,        11800
08/20/1990 00:00,          NaN,          NaN,     20062000,        18400
08/21/1990 00:00,          NaN,          NaN,     20046000,        20600
08/22/1990 00:00,          NaN,          NaN,     20037000,        18000
08/23/1990 00:00,          NaN,          NaN,     20034000,        17200
08/24/1990 00:00,          NaN,          NaN,     20029000,        18200
08/25/1990 00:00,          NaN,          NaN,     20032000,        14400
08/26/1990 00:00,          NaN,          NaN,     20038000,        13900
08/27/1990 00:00,          NaN,          NaN,     20028000,        19700
08/28/1990 00:00,          NaN,          NaN,     20015000,        18900
08/29/1990 00:00,          NaN,          NaN,     19996000,        20500
08/30/1990 00:00,          NaN,          NaN,     19990000,        17900
08/31/1990 00:00,          NaN,          NaN,     19986000,        17700
09/01/1990 00:00,          NaN,          NaN,     19996000,        10800
09/02/1990 00:00,          NaN,          NaN,     20007000,        11100
09/03/1990 00:00,          NaN,          NaN,     20009000,        10900
09/04/1990 00:00,          NaN,          NaN,     20011000,        15600
09/05/1990 00:00,          NaN,          NaN,     19998000,        12200
09/06/1990 00:00,          NaN,          NaN,     20000000,        12100
09/07/1990 00:00,          NaN,          NaN,     20000000,        14100
09/08/1990 00:00,          NaN,          NaN,     20013000,         9910
09/09/1990 00:00,          NaN,          NaN,     20020000,        12900
09/10/1990 00:00,          NaN,          NaN,     20024000,        15000
09/11/1990 00:00,          NaN,          NaN,     20028000,        12800
09/12/1990 00:00,          NaN,          NaN,     20026000,        12800
09/13/1990 00:00,          NaN,          NaN,     20024000,        12300
09/14/1990 00:00,          NaN,          NaN,     20019000,        14700
09/15/1990 00:00,          NaN,          NaN,     20025000,         6090
09/16/1990 00:00,          NaN,          NaN,     20037000,         6000
09/17/1990 00:00,          NaN,          NaN,     20032000,         7790
09/18/1990 00:00,          NaN,          NaN,     20024000,         7590
09/19/1990 00:00,          NaN,          NaN,     20019000,         8990
09/20/1990 00:00,          NaN,          NaN,     20028000,        12000
09/21/1990 00:00,          NaN,          NaN,     20034000,         9140
09/22/1990 00:00,          NaN,          NaN,     20061000,         5290
09/23/1990 00:00,          NaN,          NaN,     20077000,         8000
09/24/1990 00:00,          NaN,          NaN,     20083000,        11400
09/25/1990 00:00,          NaN,          NaN,     20098000,        10100
09/26/1990 00:00,          NaN,          NaN,     20110000,         9500
09/27/1990 00:00,          NaN,          NaN,     20120000,         9150
09/28/1990 00:00,          NaN,          NaN,     20125000,        11400
09/29/1990 00:00,          NaN,          NaN,     20137000,         7230
09/30/1990 00:00,          NaN,          NaN,     20144000,         5880
10/01/1990 00:00,          NaN,          NaN,     20144000,         7750
10/02/1990 00:00,          NaN,          NaN,     20137000,         7840
10/03/1990 00:00,          NaN,          NaN,     20124000,         9940
10/04/1990 00:00,          NaN,          NaN,     20116000,        11400
10/05/1990 00:00,          NaN,          NaN,     20112000,         9280
10/06/1990 00:00,          NaN,          NaN,     20112000,         6640
10/07/1990 00:00,          NaN,          NaN,     20114000,         7410
10/08/1990 00:00,          NaN,          NaN,     20106000,         9400
10/09/1990 00:00,          NaN,          NaN,     20100000,         8740
10/10/1990 00:00,          NaN,          NaN,     20096000,        10800
10/11/1990 00:00,          NaN,          NaN,     20091000,        10800
10/12/1990 00:00,          NaN,          NaN,     20081000,        12300
10/13/1990 00:00,          NaN,          NaN,     20083000,         7060
10/14/1990 00:00,          NaN,          NaN,     20083000,         7650
10/15/1990 00:00,          NaN,          NaN,     20073000,        10200
10/16/1990 00:00,          NaN,          NaN,     20057000,        11800
10/17/1990 00:00,          NaN,          NaN,     20041000,        10900
10/18/1990 00:00,          NaN,          NaN,     20037000,        11900
10/19/1990 00:00,          NaN,          NaN,     20025000,         7980
10/20/1990 00:00,          NaN,          NaN,     20028000,         7100
10/21/1990 00:00,          NaN,          NaN,     20032000,         6180
10/22/1990 00:00,          NaN,          NaN,     20030000,         7410
10/23/1990 00:00,          NaN,          NaN,     20033000,         7800
10/24/1990 00:00,          NaN,          NaN,     20030000,         8670
10/25/1990 00:00,          NaN,          NaN,     20026000,         9350
10/26/1990 00:00,          NaN,          NaN,     20025000,         9770
10/27/1990 00:00,          NaN,          NaN,     20028000,         5780
10/28/1990 00:00,          NaN,          NaN,     20037000,         4310
10/29/1990 00:00,          NaN,          NaN,     20024000,        10500
10/30/1990 00:00,          NaN,          NaN,     20012000,        11100
10/31/1990 00:00,          NaN,          NaN,     19996000,        10200
11/01/1990 00:00,          NaN,          NaN,     19994000,         8070
11/02/1990 00:00,          NaN,          NaN,     19984000,         7370
11/03/1990 00:00,          NaN,          NaN,     19980000,         6380
11/04/1990 00:00,          NaN,          NaN,     19982000,         7570
11/05/1990 00:00,          NaN,          NaN,     19976000,         7570
11/06/1990 00:00,          NaN,          NaN,     19967000,         9060
11/07/1990 00:00,          NaN,          NaN,     19954000,         9280
11/08/1990 00:00,          NaN,          NaN,     19953000,         7630
11/09/1990 00:00,          NaN,          NaN,     19953000,         7420
11/10/1990 00:00,          NaN,          NaN,     19958000,         5570
11/11/1990 00:00,          NaN,          NaN,     19965000,         6600
11/12/1990 00:00,          NaN,          NaN,     19961000,         7560
11/13/1990 00:00,          NaN,          NaN,     19954000,         8840
11/14/1990 00:00,          NaN,          NaN,     19948000,         8420
11/15/1990 00:00,          NaN,          NaN,     19945000,         7980
11/16/1990 00:00,          NaN,          NaN,     19948000,         8490
11/17/1990 00:00,          NaN,          NaN,     19953000,         6350
11/18/1990 00:00,          NaN,          NaN,     19957000,         8240
11/19/1990 00:00,          NaN,          NaN,     19953000,        10300
11/20/1990 00:00,          NaN,          NaN,     19958000,         8220
11/21/1990 00:00,          NaN,          NaN,     19948000,        11400
11/22/1990 00:00,          NaN,          NaN,     19949000,         9880
11/23/1990 00:00,          NaN,          NaN,     19953000,         8250
11/24/1990 00:00,          NaN,          NaN,     19962000,         8060
11/25/1990 00:00,          NaN,          NaN,     19965000,         6420
11/26/1990 00:00,          NaN,          NaN,     19958000,         9430
11/27/1990 00:00,          NaN,          NaN,     19957000,         9870
11/28/1990 00:00,          NaN,          NaN,     19946000,         9960
11/29/1990 00:00,          NaN,          NaN,     19949000,         9090
11/30/1990 00:00,          NaN,          NaN,     19949000,         8330
12/01/1990 00:00,          NaN,          NaN,     19955000,         7200
12/02/1990 00:00,          NaN,          NaN,     19955000,         8360
12/03/1990 00:00,          NaN,          NaN,     19945000,        11800
12/04/1990 00:00,          NaN,          NaN,     19940000,        10500
12/05/1990 00:00,          NaN,          NaN,     19929000,        11000
12/06/1990 00:00,          NaN,          NaN,     19929000,        11800
12/07/1990 00:00,          NaN,          NaN,     19927000,        11500
12/08/1990 00:00,          NaN,          NaN,     19928000,         9120
12/09/1990 00:00,          NaN,          NaN,     19932000,         9120
12/10/1990 00:00,          NaN,          NaN,     19932000,        12200
12/11/1990 00:00,          NaN,          NaN,     19925000,        10600
12/12/1990 00:00,          NaN,          NaN,     19917000,        10500
12/13/1990 00:00,          NaN,          NaN,     19920000,        10800
12/14/1990 00:00,          NaN,          NaN,     19919000,        11400
12/15/1990 00:00,          NaN,          NaN,     19924000,         8020
12/16/1990 00:00,          NaN,          NaN,     19924000,         9780
12/17/1990 00:00,          NaN,          NaN,     19912000,        13100
12/18/1990 00:00,          NaN,          NaN,     19900000,        12600
12/19/1990 00:00,          NaN,          NaN,     19874000,        12300
12/20/1990 00:00,          NaN,          NaN,     19875000,        12900
12/21/1990 00:00,          NaN,          NaN,     19864000,        16000
12/22/1990 00:00,          NaN,          NaN,     19868000,         9850
12/23/1990 00:00,          NaN,          NaN,     19864000,        12000
12/24/1990 00:00,          NaN,          NaN,     19865000,         7770
12/25/1990 00:00,          NaN,          NaN,     19873000,         6850
12/26/1990 00:00,          NaN,          NaN,     19875000,         9410
12/27/1990 00:00,          NaN,          NaN,     19870000,        11100
12/28/1990 00:00,          NaN,          NaN,     19873000,        11200
12/29/1990 00:00,          NaN,          NaN,     19877000,        10200
12/30/1990 00:00,          NaN,          NaN,     19871000,         9610
12/31/1990 00:00,          NaN,          NaN,     19864000,        10600
01/01/1991 00:00,          NaN,          NaN,     19856000,         7570
01/02/1991 00:00,          NaN,          NaN,     19851000,         9370
01/03/1991 00:00,          NaN,          NaN,     19857000,         9390
01/04/1991 00:00,          NaN,          NaN,     19878000,         9710
01/05/1991 00:00,          NaN,          NaN,     19895000,         6370
01/06/1991 00:00,          NaN,          NaN,     19913000,         6230
01/07/1991 00:00,          NaN,          NaN,     19927000,         7980
01/08/1991 00:00,          NaN,          NaN,     19945000,         6260
01/09/1991 00:00,          NaN,          NaN,     19958000,         8500
01/10/1991 00:00,          NaN,          NaN,     19975000,         8100
01/11/1991 00:00,          NaN,          NaN,     19994000,         7060
01/12/1991 00:00,          NaN,          NaN,     20012000,         6090
01/13/1991 00:00,          NaN,          NaN,     20022000,         7140
01/14/1991 00:00,          NaN,          NaN,     20020000,        10300
01/15/1991 00:00,          NaN,          NaN,     20013000,         8210
01/16/1991 00:00,          NaN,          NaN,     20008000,         7530
01/17/1991 00:00,          NaN,          NaN,     20015000,         6440
01/18/1991 00:00,          NaN,          NaN,     20017000,         8320
01/19/1991 00:00,          NaN,          NaN,     20030000,         5620
01/20/1991 00:00,          NaN,          NaN,     20042000,         4900
01/21/1991 00:00,          NaN,          NaN,     20046000,         8710
01/22/1991 00:00,          NaN,          NaN,     20054000,         6810
01/23/1991 00:00,          NaN,          NaN,     20055000,         8000
01/24/1991 00:00,          NaN,          NaN,     20062000,         7950
01/25/1991 00:00,          NaN,          NaN,     20070000,         9210
01/26/1991 00:00,          NaN,          NaN,     20083000,         8610
01/27/1991 00:00,          NaN,          NaN,     20091000,         8030
01/28/1991 00:00,          NaN,          NaN,     20084000,         9150
01/29/1991 00:00,          NaN,          NaN,     20073000,        11800
01/30/1991 00:00,          NaN,          NaN,     20061000,        10400
01/31/1991 00:00,          NaN,          NaN,     20061000,         9480
02/01/1991 00:00,          NaN,          NaN,     20065000,         7700
02/02/1991 00:00,          NaN,          NaN,     20070000,         7320
02/03/1991 00:00,          NaN,          NaN,     20083000,         5700
02/04/1991 00:00,          NaN,          NaN,     20079000,        11300
02/05/1991 00:00,          NaN,          NaN,     20082000,        10100
02/06/1991 00:00,          NaN,          NaN,     20083000,         9560
02/07/1991 00:00,          NaN,          NaN,     20082000,        10100
02/08/1991 00:00,          NaN,          NaN,     20088000,         9010
02/09/1991 00:00,          NaN,          NaN,     20092000,         7520
02/10/1991 00:00,          NaN,          NaN,     20099000,         7880
02/11/1991 00:00,          NaN,          NaN,     20090000,        10100
02/12/1991 00:00,          NaN,          NaN,     20078000,        11700
02/13/1991 00:00,          NaN,          NaN,     20066000,        10900
02/14/1991 00:00,          NaN,          NaN,     20063000,        11400
02/15/1991 00:00,          NaN,          NaN,     20071000,        10500
02/16/1991 00:00,          NaN,          NaN,     20081000,         6810
02/17/1991 00:00,          NaN,          NaN,     20094000,         7690
02/18/1991 00:00,          NaN,          NaN,     20103000,         8570
02/19/1991 00:00,          NaN,          NaN,     20108000,         7720
02/20/1991 00:00,          NaN,          NaN,     20111000,        10900
02/21/1991 00:00,          NaN,          NaN,     20127000,         8860
02/22/1991 00:00,          NaN,          NaN,     20143000,         9010
02/23/1991 00:00,          NaN,          NaN,     20149000,         7930
02/24/1991 00:00,          NaN,          NaN,     20166000,         8230
02/25/1991 00:00,          NaN,          NaN,     20164000,        12400
02/26/1991 00:00,          NaN,          NaN,     20161000,        13000
02/27/1991 00:00,          NaN,          NaN,     20152000,        16400
02/28/1991 00:00,          NaN,          NaN,     20149000,        15400
03/01/1991 00:00,          NaN,          NaN,     20145000,        12400
03/02/1991 00:00,          NaN,          NaN,     20141000,        10900
03/03/1991 00:00,          NaN,          NaN,     20135000,        12500
03/04/1991 00:00,          NaN,          NaN,     20128000,        12500
03/05/1991 00:00,          NaN,          NaN,     20123000,        12200
03/06/1991 00:00,          NaN,          NaN,     20108000,        14800
03/07/1991 00:00,          NaN,          NaN,     20102000,        13500
03/08/1991 00:00,          NaN,          NaN,     20102000,        12800
03/09/1991 00:00,          NaN,          NaN,     20106000,         9820
03/10/1991 00:00,          NaN,          NaN,     20103000,        11900
03/11/1991 00:00,          NaN,          NaN,     20096000,        14500
03/12/1991 00:00,          NaN,          NaN,     20083000,        15800
03/13/1991 00:00,          NaN,          NaN,     20067000,        14400
03/14/1991 00:00,          NaN,          NaN,     20063000,        13000
03/15/1991 00:00,          NaN,          NaN,     20069000,        14000
03/16/1991 00:00,          NaN,          NaN,     20061000,        12100
03/17/1991 00:00,          NaN,          NaN,     20055000,        13700
03/18/1991 00:00,          NaN,          NaN,     20050000,        15200
03/19/1991 00:00,          NaN,          NaN,     20044000,        14600
03/20/1991 00:00,          NaN,          NaN,     20028000,        16000
03/21/1991 00:00,          NaN,          NaN,     20020000,        16900
03/22/1991 00:00,          NaN,          NaN,     20016000,        14000
03/23/1991 00:00,          NaN,          NaN,     20020000,        10900
03/24/1991 00:00,          NaN,          NaN,     20024000,         9650
03/25/1991 00:00,          NaN,          NaN,     20020000,        14400
03/26/1991 00:00,          NaN,          NaN,     20013000,        14200
03/27/1991 00:00,          NaN,          NaN,     20004000,        13100
03/28/1991 00:00,          NaN,          NaN,     20012000,         9680
03/29/1991 00:00,          NaN,          NaN,     20028000,         8020
03/30/1991 00:00,          NaN,          NaN,     20037000,         6490
03/31/1991 00:00,          NaN,          NaN,     20050000,         5310
04/01/1991 00:00,          NaN,          NaN,     20042000,        10100
04/02/1991 00:00,          NaN,          NaN,     20038000,         9710
04/03/1991 00:00,          NaN,          NaN,     20024000,         9820
