"","DATETIME","SDI_1776","SDI_2091","SDI_1721","SDI_1874"
"400","04/01/2023 00:00",30801.8357513,1152414.72785,7660520.8,13962.6875
"401","05/01/2023 00:00",39707.1327558,1273178.10715,7995260.8,13903.6303764
"402","06/01/2023 00:00",49562.574431,1125116.73691,8151705.2,14888.0013889
"403","07/01/2023 00:00",48456.591799,1210229.46272,8500624,12358.1397849
"404","08/01/2023 00:00",53566.1781755,1013785.24447,8833977,9433.7513441
"405","09/01/2023 00:00",53014.6539603,600133.34802,8870572.4,8274.9805556
"406","10/01/2023 00:00",50121.0564135,510928.54688,8833199.6,7916.1935484
"407","11/01/2023 00:00",43763.580188,540987.85821,8792035.4,8951.1486111
"408","12/01/2023 00:00",35889.1010245,673915.7723,9045269,5889.9341398
"409","01/01/2024 00:00",25048.0872871,790888.69248,9412842.6,5988.1586022
"410","02/01/2024 00:00",23695.3989531,723450.5226,9724722.8,6300.6264368
"411","03/01/2024 00:00",25909.1556581,735036.37395,9629415,12990.7002688
"412","04/01/2024 00:00",34977.0313233,679445.69817,9378320.8,15039.6875
"413","05/01/2024 00:00",43219.7422484,621310.39498,8969054.8,16139.4193548
"414","06/01/2024 00:00",51859.834576,646475.66099,8613798,15929.7930556
"415","07/01/2024 00:00",49243.4291049,741832.50952,8528053.85,12284.8266129
