"","DATETIME","PowerRelease","TotalRelease","BypassRelease","SpillwayRelease"
"3221","09/12/2024 04:00",2462.33,9970.33,7508,0
"3222","09/12/2024 05:00",2458.14,9970.14,7512,0
"3223","09/12/2024 06:00",2456.51,9976.51,7520,0
"3224","09/12/2024 07:00",2458.22,9976.22,7518,0
"3225","09/12/2024 08:00",2489.88,9995.88,7506,0
"3226","09/12/2024 09:00",2829.36,10332.36,7503,0
"3227","09/12/2024 10:00",3223.26,10733.26,7510,0
"3228","09/12/2024 11:00",3585.56,11103.56,7518,0
"3229","09/12/2024 12:00",3796.32,11317.32,7521,0
"3230","09/12/2024 13:00",3714.05,11237.05,7523,0
"3231","09/12/2024 14:00",3882.13,11105.13,7223,0
"3232","09/12/2024 15:00",9233.91,9340.91,107,0
"3233","09/12/2024 16:00",9573.87,9573.87,0,0
"3234","09/12/2024 17:00",9764.97,9764.97,0,0
"3235","09/12/2024 18:00",9644.28,9644.28,0,0
"3236","09/12/2024 19:00",9417.79,9419.79,2,0
"3237","09/12/2024 20:00",8212.77,8214.77,2,0
"3238","09/12/2024 21:00",7917.89,8028.89,111,0
"3239","09/12/2024 22:00",3385.46,8432.46,5047,0
"3240","09/12/2024 23:00",2604.65,8268.65,5664,0
"3241","09/13/2024 00:00",2765.47,8464.47,5699,0
"3242","09/13/2024 01:00",2844.5,10280.5,7436,0
"3243","09/13/2024 02:00",2829.21,10273.21,7444,0
"3244","09/13/2024 03:00",2604.45,10078.45,7474,0
"3245","09/13/2024 04:00",2485.91,9960.91,7475,0
"3246","09/13/2024 05:00",2481.39,9943.39,7462,0
"3247","09/13/2024 06:00",2479.85,9940.85,7461,0
"3248","09/13/2024 07:00",2479.57,9946.57,7467,0
"3249","09/13/2024 08:00",2516.3,9990.3,7474,0
"3250","09/13/2024 09:00",2839.72,10301.72,7462,0
"3251","09/13/2024 10:00",3203.25,10689.25,7486,0
"3252","09/13/2024 11:00",3443.21,10925.21,7482,0
"3253","09/13/2024 12:00",3484.25,10948.25,7464,0
"3254","09/13/2024 13:00",3488.61,10942.61,7454,0
"3255","09/13/2024 14:00",3687.74,11153.74,7466,0
"3256","09/13/2024 15:00",9184.01,9735.01,551,0
"3257","09/13/2024 16:00",9545.87,9545.87,0,0
"3258","09/13/2024 17:00",9699.73,9703.73,4,0
"3259","09/13/2024 18:00",9336.2,9347.2,11,0
"3260","09/13/2024 19:00",9326.17,9345.17,19,0
"3261","09/13/2024 20:00",8263.29,8278.29,15,0
"3262","09/13/2024 21:00",7842.35,7965.35,123,0
"3263","09/13/2024 22:00",3634.59,8689.59,5055,0
"3264","09/13/2024 23:00",2536.03,8169.03,5633,0
"3265","09/14/2024 00:00",2308.03,7051.03,4743,0
"3266","09/14/2024 01:00",2454.36,8023.36,5569,0
"3267","09/14/2024 02:00",2463.73,8058.73,5595,0
"3268","09/14/2024 03:00",2463.76,8644.76,6181,0
"3269","09/14/2024 04:00",2465.91,8643.91,6178,0
"3270","09/14/2024 05:00",2465.17,8659.17,6194,0
"3271","09/14/2024 06:00",2463.79,8666.79,6203,0
"3272","09/14/2024 07:00",2468.85,8676.85,6208,0
"3273","09/14/2024 08:00",2500.76,8714.76,6214,0
"3274","09/14/2024 09:00",2775.06,8992.06,6217,0
"3275","09/14/2024 10:00",3095.46,9288.46,6193,0
"3276","09/14/2024 11:00",3312.03,9509.03,6197,0
"3277","09/14/2024 12:00",3321.28,9522.28,6201,0
"3278","09/14/2024 13:00",3596.54,9791.54,6195,0
"3279","09/14/2024 14:00",10770.55,12098.55,1328,0
"3280","09/14/2024 15:00",11520.12,11520.12,0,0
"3281","09/14/2024 16:00",11526.46,11526.46,0,0
"3282","09/14/2024 17:00",11510.13,11510.13,0,0
"3283","09/14/2024 18:00",11171.65,11171.65,0,0
"3284","09/14/2024 19:00",11243.75,11244.75,1,0
"3285","09/14/2024 20:00",9289.82,9468.82,179,0
"3286","09/14/2024 21:00",4615.45,9319.45,4704,0
"3287","09/14/2024 22:00",2715.55,7436.55,4721,0
"3288","09/14/2024 23:00",2484,7210,4726,0
"3289","09/15/2024 00:00",2477.39,7214.39,4737,0
"3290","09/15/2024 01:00",2667.66,8189.66,5522,0
"3291","09/15/2024 02:00",2577.72,8204.72,5627,0
"3292","09/15/2024 03:00",2492.93,8519.93,6027,0
"3293","09/15/2024 04:00",2479.89,8486.89,6007,0
"3294","09/15/2024 05:00",2480.03,8493.03,6013,0
"3295","09/15/2024 06:00",2482.02,8505.02,6023,0
"3296","09/15/2024 07:00",2480.85,8508.85,6028,0
"3297","09/15/2024 08:00",2491.63,8522.63,6031,0
"3298","09/15/2024 09:00",2738.22,8777.22,6039,0
"3299","09/15/2024 10:00",3021.42,9053.42,6032,0
"3300","09/15/2024 11:00",3202.88,9218.88,6016,0
"3301","09/15/2024 12:00",3235.32,9251.32,6016,0
"3302","09/15/2024 13:00",3562.66,9578.66,6016,0
"3303","09/15/2024 14:00",10393.72,10553.72,160,0
"3304","09/15/2024 15:00",10775.47,10775.47,0,0
"3305","09/15/2024 16:00",10742.95,10743.95,1,0
"3306","09/15/2024 17:00",10874.24,10874.24,0,0
"3307","09/15/2024 18:00",10791.97,10791.97,0,0
"3308","09/15/2024 19:00",10769.89,10769.89,0,0
"3309","09/15/2024 20:00",10598.28,10888.28,290,0
"3310","09/15/2024 21:00",4576.39,9279.39,4703,0
"3311","09/15/2024 22:00",2826.49,7524.49,4698,0
"3312","09/15/2024 23:00",2498.35,7220.35,4722,0
"3313","09/16/2024 00:00",2479.27,7267.27,4788,0
"3314","09/16/2024 01:00",2483.53,8054.53,5571,0
"3315","09/16/2024 02:00",2482.89,8159.89,5677,0
"3316","09/16/2024 03:00",2505.66,8723.66,6218,0
"3317","09/16/2024 04:00",2484.15,8721.15,6237,0
"3318","09/16/2024 05:00",2485.55,8724.55,6239,0
"3319","09/16/2024 06:00",2484.17,8727.17,6243,0
"3320","09/16/2024 07:00",2483.98,8731.98,6248,0
"3321","09/16/2024 08:00",2515.65,8771.65,6256,0
"3322","09/16/2024 09:00",2869.44,9130.44,6261,0
"3323","09/16/2024 10:00",3396.6,9652.6,6256,0
"3324","09/16/2024 11:00",5072.22,11310.22,6238,0
"3325","09/16/2024 12:00",5916.59,12160.59,6244,0
"3326","09/16/2024 13:00",6184.06,12148.06,5964,0
"3327","09/16/2024 14:00",11270.89,11305.89,35,0
"3328","09/16/2024 15:00",12095.04,12096.04,1,0
"3329","09/16/2024 16:00",12176.59,12178.59,2,0
"3330","09/16/2024 17:00",12188.03,12188.03,0,0
"3331","09/16/2024 18:00",12155.25,12155.25,0,0
"3332","09/16/2024 19:00",12101.5,12101.5,0,0
"3333","09/16/2024 20:00",9800.36,9800.36,0,0
"3334","09/16/2024 21:00",7337.39,7565.39,228,0
"3335","09/16/2024 22:00",2909.8,7609.8,4700,0
"3336","09/16/2024 23:00",2488.33,7220.33,4732,0
"3337","09/17/2024 00:00",2482.36,7225.36,4743,0
"3338","09/17/2024 01:00",2485.11,7993.11,5508,0
"3339","09/17/2024 02:00",2486.06,8068.06,5582,0
"3340","09/17/2024 03:00",2571.45,8786.45,6215,0
"3341","09/17/2024 04:00",2492.52,8691.52,6199,0
"3342","09/17/2024 05:00",2475.28,8682.28,6207,0
"3343","09/17/2024 06:00",2357.17,8557.17,6200,0
"3344","09/17/2024 07:00",2383.33,8605.33,6222,0
"3345","09/17/2024 08:00",2505.59,8730.59,6225,0
"3346","09/17/2024 09:00",2821.76,9052.76,6231,0
"3347","09/17/2024 10:00",3200.97,9435.97,6235,0
"3348","09/17/2024 11:00",4877.47,11106.47,6229,0
"3349","09/17/2024 12:00",5923.8,12134.8,6211,0
"3350","09/17/2024 13:00",6216.06,12132.06,5916,0
"3351","09/17/2024 14:00",11481.87,11515.87,34,0
"3352","09/17/2024 15:00",12153.88,12153.88,0,0
"3353","09/17/2024 16:00",12171.74,12172.74,1,0
"3354","09/17/2024 17:00",12309.91,12309.91,0,0
"3355","09/17/2024 18:00",12123.04,12123.04,0,0
"3356","09/17/2024 19:00",12094.3,12096.3,2,0
"3357","09/17/2024 20:00",9924.3,9930.3,6,0
"3358","09/17/2024 21:00",7309.91,7557.91,248,0
"3359","09/17/2024 22:00",2917.13,7611.13,4694,0
"3360","09/17/2024 23:00",2489.01,7208.01,4719,0
"3361","09/18/2024 00:00",2444.68,7172.68,4728,0
"3362","09/18/2024 01:00",2472.01,8009.01,5537,0
"3363","09/18/2024 02:00",2488.92,8037.92,5549,0
"3364","09/18/2024 03:00",2507.44,8645.44,6138,0
"3365","09/18/2024 04:00",2489.92,8717.92,6228,0
"3366","09/18/2024 05:00",2488.35,8700.35,6212,0
"3367","09/18/2024 06:00",2464.15,8671.15,6207,0
"3368","09/18/2024 07:00",2331.75,8556.75,6225,0
"3369","09/18/2024 08:00",2506.43,8736.43,6230,0
"3370","09/18/2024 09:00",2818.76,9053.76,6235,0
"3371","09/18/2024 10:00",3203.75,9444.75,6241,0
"3372","09/18/2024 11:00",5078.94,11326.94,6248,0
"3373","09/18/2024 12:00",6017.18,12255.18,6238,0
"3374","09/18/2024 13:00",6306.53,12227.53,5921,0
"3375","09/18/2024 14:00",11873.3,11919.3,46,0
"3376","09/18/2024 15:00",11993.21,11993.21,0,0
"3377","09/18/2024 16:00",12211.63,12211.63,0,0
"3378","09/18/2024 17:00",12227.06,12227.06,0,0
"3379","09/18/2024 18:00",12220.33,12223.33,3,0
"3380","09/18/2024 19:00",12151.83,12159.83,8,0
"3381","09/18/2024 20:00",9605.71,9608.71,3,0
"3382","09/18/2024 21:00",6903.59,6906.59,3,0
"3383","09/18/2024 22:00",2663.57,7217.57,4554,0
"3384","09/18/2024 23:00",2492.88,7210.88,4718,0
"3385","09/19/2024 00:00",2486.01,7305.01,4819,0
"3386","09/19/2024 01:00",2486.43,8102.43,5616,0
"3387","09/19/2024 02:00",2489.29,8127.29,5638,0
"3388","09/19/2024 03:00",2509.31,8755.31,6246,0
"3389","09/19/2024 04:00",2489.73,8739.73,6250,0
"3390","09/19/2024 05:00",2488.87,8730.87,6242,0
"3391","09/19/2024 06:00",2265.37,8495.37,6230,0
"3392","09/19/2024 07:00",2474.96,8713.96,6239,0
"3393","09/19/2024 08:00",2520.6,8763.6,6243,0
"3394","09/19/2024 09:00",2822.02,9072.02,6250,0
"3395","09/19/2024 10:00",3230.01,9482.01,6252,0
"3396","09/19/2024 11:00",5011.71,11269.71,6258,0
"3397","09/19/2024 12:00",5993.97,12259.97,6266,0
"3398","09/19/2024 13:00",6271.6,12136.6,5865,0
"3399","09/19/2024 14:00",11711.58,11716.58,5,0
"3400","09/19/2024 15:00",11975.78,11975.78,0,0
"3401","09/19/2024 16:00",12198.91,12198.91,0,0
"3402","09/19/2024 17:00",12227.55,12227.55,0,0
"3403","09/19/2024 18:00",12218.75,12219.75,1,0
"3404","09/19/2024 19:00",11664.85,11664.85,0,0
"3405","09/19/2024 20:00",9734.67,9734.67,0,0
"3406","09/19/2024 21:00",7338.6,7407.6,69,0
"3407","09/19/2024 22:00",2913.69,7559.69,4646,0
"3408","09/19/2024 23:00",2495.63,7204.63,4709,0
"3409","09/20/2024 00:00",2486.45,7215.45,4729,0
"3410","09/20/2024 01:00",2489.06,8067.06,5578,0
"3411","09/20/2024 02:00",2492.09,8078.09,5586,0
"3412","09/20/2024 03:00",2512.06,8737.06,6225,0
"3413","09/20/2024 04:00",2491.14,8720.14,6229,0
"3414","09/20/2024 05:00",2487.16,8723.16,6236,0
"3415","09/20/2024 06:00",2488.16,8712.16,6224,0
"3416","09/20/2024 07:00",2490.76,8694.76,6204,0
"3417","09/20/2024 08:00",2522.12,8743.12,6221,0
"3418","09/20/2024 09:00",2822.68,9047.68,6225,0
"3419","09/20/2024 10:00",3214.48,9447.48,6233,0
"3420","09/20/2024 11:00",5049.86,11262.86,6213,0
"3421","09/20/2024 12:00",5835.74,12079.74,6244,0
"3422","09/20/2024 13:00",6163.38,12131.38,5968,0
"3423","09/20/2024 14:00",11906.12,11953.12,47,0
"3424","09/20/2024 15:00",12229.19,12229.19,0,0
"3425","09/20/2024 16:00",12239.09,12240.09,1,0
"3426","09/20/2024 17:00",12230.4,12232.4,2,0
"3427","09/20/2024 18:00",12229.1,12235.1,6,0
"3428","09/20/2024 19:00",11064.27,11070.27,6,0
"3429","09/20/2024 20:00",9761.62,9761.62,0,0
"3430","09/20/2024 21:00",7356.93,7390.93,34,0
"3431","09/20/2024 22:00",2914.69,7514.69,4600,0
"3432","09/20/2024 23:00",2511.96,7178.96,4667,0
"3433","09/21/2024 00:00",2904.41,7144.41,4240,0
"3434","09/21/2024 01:00",2758.69,7012.69,4254,0
"3435","09/21/2024 02:00",2649.34,6913.34,4264,0
"3436","09/21/2024 03:00",2568.81,6841.81,4273,0
"3437","09/21/2024 04:00",2492.52,6770.52,4278,0
"3438","09/21/2024 05:00",2497.58,6907.58,4410,0
"3439","09/21/2024 06:00",2816.84,8024.84,5208,0
"3440","09/21/2024 07:00",2964.19,8177.19,5213,0
"3441","09/21/2024 08:00",3218.95,8436.95,5218,0
"3442","09/21/2024 09:00",3624.36,8838.36,5214,0
"3443","09/21/2024 10:00",4101.26,9376.26,5275,0
"3444","09/21/2024 11:00",6384.19,11659.19,5275,0
"3445","09/21/2024 12:00",6518.57,11784.57,5266,0
"3446","09/21/2024 13:00",6533.93,11819.93,5286,0
"3447","09/21/2024 14:00",6732.77,11745.77,5013,0
"3448","09/21/2024 15:00",11502.5,11506.5,4,0
"3449","09/21/2024 16:00",11760.39,11760.39,0,0
"3450","09/21/2024 17:00",11767.14,11767.14,0,0
"3451","09/21/2024 18:00",11756.74,11756.74,0,0
"3452","09/21/2024 19:00",11718.15,11718.15,0,0
"3453","09/21/2024 20:00",10557.26,10557.26,0,0
"3454","09/21/2024 21:00",8083.12,8325.12,242,0
"3455","09/21/2024 22:00",3466.2,7586.2,4120,0
"3456","09/21/2024 23:00",3046.77,7171.77,4125,0
"3457","09/22/2024 00:00",3016.57,7150.57,4134,0
"3458","09/22/2024 01:00",2690.13,6829.13,4139,0
"3459","09/22/2024 02:00",2598.5,6731.5,4133,0
"3460","09/22/2024 03:00",2486.72,6604.72,4118,0
"3461","09/22/2024 04:00",2488.72,6612.72,4124,0
"3462","09/22/2024 05:00",2502.31,6639.31,4137,0
"3463","09/22/2024 06:00",2816.32,7996.32,5180,0
"3464","09/22/2024 07:00",3030.51,8194.51,5164,0
"3465","09/22/2024 08:00",3140.23,8306.23,5166,0
"3466","09/22/2024 09:00",3543.71,8702.71,5159,0
"3467","09/22/2024 10:00",4158.87,9334.87,5176,0
"3468","09/22/2024 11:00",6443.58,11611.58,5168,0
"3469","09/22/2024 12:00",6509.77,11692.77,5183,0
"3470","09/22/2024 13:00",6512.2,11666.2,5154,0
"3471","09/22/2024 14:00",6709.21,11713.21,5004,0
"3472","09/22/2024 15:00",11331.32,11373.32,42,0
"3473","09/22/2024 16:00",11617.33,11617.33,0,0
"3474","09/22/2024 17:00",11616.8,11616.8,0,0
"3475","09/22/2024 18:00",11615.55,11616.55,1,0
"3476","09/22/2024 19:00",11542.01,11543.01,1,0
"3477","09/22/2024 20:00",9840.51,9844.51,4,0
"3478","09/22/2024 21:00",7358.79,7531.79,173,0
"3479","09/22/2024 22:00",3471.38,7561.38,4090,0
"3480","09/22/2024 23:00",3049.87,7152.87,4103,0
"3481","09/23/2024 00:00",2988.36,7078.36,4090,0
"3482","09/23/2024 01:00",2859.16,7273.16,4414,0
"3483","09/23/2024 02:00",2754.02,7175.02,4421,0
"3484","09/23/2024 03:00",2654.32,7079.32,4425,0
"3485","09/23/2024 04:00",2650.44,7082.44,4432,0
"3486","09/23/2024 05:00",2662.03,7098.03,4436,0
"3487","09/23/2024 06:00",3074.5,7852.5,4778,0
"3488","09/23/2024 07:00",2939.79,7917.79,4978,0
"3489","09/23/2024 08:00",3331.94,8313.94,4982,0
"3490","09/23/2024 09:00",5290.86,10273.86,4983,0
"3491","09/23/2024 10:00",7158.58,12151.58,4993,0
"3492","09/23/2024 11:00",7260.98,12259.98,4999,0
"3493","09/23/2024 12:00",7255.91,12255.91,5000,0
"3494","09/23/2024 13:00",7297.87,12304.87,5007,0
"3495","09/23/2024 14:00",7613.89,12425.89,4812,0
"3496","09/23/2024 15:00",11867.67,11916.67,49,0
"3497","09/23/2024 16:00",12227.6,12227.6,0,0
"3498","09/23/2024 17:00",12320.77,12320.77,0,0
"3499","09/23/2024 18:00",12194.5,12195.5,1,0
"3500","09/23/2024 19:00",11844.27,11849.27,5,0
"3501","09/23/2024 20:00",12017.33,12026.33,9,0
"3502","09/23/2024 21:00",9196.27,9336.27,140,0
"3503","09/23/2024 22:00",3597.96,7635.96,4038,0
"3504","09/23/2024 23:00",2879.3,6918.3,4039,0
"3505","09/24/2024 00:00",3154.67,7213.67,4059,0
"3506","09/24/2024 01:00",2890.99,7291.99,4401,0
"3507","09/24/2024 02:00",2905.41,7318.41,4413,0
"3508","09/24/2024 03:00",2690.4,7111.4,4421,0
"3509","09/24/2024 04:00",2677.82,7103.82,4426,0
"3510","09/24/2024 05:00",2691.26,7142.26,4451,0
"3511","09/24/2024 06:00",3000.05,8008.05,5008,0
"3512","09/24/2024 07:00",2791.9,7817.9,5026,0
"3513","09/24/2024 08:00",3185.83,8215.83,5030,0
"3514","09/24/2024 09:00",5288.7,10322.7,5034,0
"3515","09/24/2024 10:00",7271.53,12284.53,5013,0
"3516","09/24/2024 11:00",7266.16,12281.16,5015,0
"3517","09/24/2024 12:00",7351.34,12367.34,5016,0
"3518","09/24/2024 13:00",7395.29,12413.29,5018,0
"3519","09/24/2024 14:00",7544.03,12565.03,5021,0
"3520","09/24/2024 15:00",11891.73,12319.73,428,0
"3521","09/24/2024 16:00",12257.59,12257.59,0,0
"3522","09/24/2024 17:00",12260.16,12260.16,0,0
"3523","09/24/2024 18:00",12112.56,12112.56,0,0
"3524","09/24/2024 19:00",11977.86,11980.86,3,0
"3525","09/24/2024 20:00",11657.2,11659.2,2,0
"3526","09/24/2024 21:00",9056.08,9320.08,264,0
"3527","09/24/2024 22:00",3363.89,7432.89,4069,0
"3528","09/24/2024 23:00",2851.91,6926.91,4075,0
"3529","09/25/2024 00:00",2913.07,7015.07,4102,0
"3530","09/25/2024 01:00",3029.9,7469.9,4440,0
"3531","09/25/2024 02:00",2757.1,7205.1,4448,0
"3532","09/25/2024 03:00",2706.79,7159.79,4453,0
"3533","09/25/2024 04:00",2659.13,7103.13,4444,0
"3534","09/25/2024 05:00",2642.75,7078.75,4436,0
"3535","09/25/2024 06:00",2895.09,7918.09,5023,0
"3536","09/25/2024 07:00",2901.17,7941.17,5040,0
"3537","09/25/2024 08:00",3316.69,8360.69,5044,0
"3538","09/25/2024 09:00",5384.34,10432.34,5048,0
"3539","09/25/2024 10:00",7201.88,12258.88,5057,0
"3540","09/25/2024 11:00",7242.02,12300.02,5058,0
"3541","09/25/2024 12:00",7352.71,12414.71,5062,0
"3542","09/25/2024 13:00",7261.49,12326.49,5065,0
"3543","09/25/2024 14:00",7401.6,12243.6,4842,0
"3544","09/25/2024 15:00",11815.43,11823.43,8,0
"3545","09/25/2024 16:00",12074.42,12074.42,0,0
"3546","09/25/2024 17:00",12071.67,12071.67,0,0
"3547","09/25/2024 18:00",12072.72,12072.72,0,0
"3548","09/25/2024 19:00",12073,12074,1,0
"3549","09/25/2024 20:00",12001.46,12006.46,5,0
"3550","09/25/2024 21:00",9575.01,9883.01,308,0
"3551","09/25/2024 22:00",3498.48,7538.48,4040,0
"3552","09/25/2024 23:00",2980.86,7038.86,4058,0
"3553","09/26/2024 00:00",2974.74,7077.74,4103,0
"3554","09/26/2024 01:00",2847.31,7271.31,4424,0
"3555","09/26/2024 02:00",2742.12,7180.12,4438,0
"3556","09/26/2024 03:00",2642.07,7089.07,4447,0
"3557","09/26/2024 04:00",2685.33,7125.33,4440,0
"3558","09/26/2024 05:00",2648.47,7103.47,4455,0
"3559","09/26/2024 06:00",2891.2,7919.2,5028,0
"3560","09/26/2024 07:00",3055.17,8049.17,4994,0
"3561","09/26/2024 08:00",3334.77,8358.77,5024,0
"3562","09/26/2024 09:00",5269.11,10272.11,5003,0
"3563","09/26/2024 10:00",7203.08,12222.08,5019,0
"3564","09/26/2024 11:00",7303.53,12327.53,5024,0
"3565","09/26/2024 12:00",7413.51,12441.51,5028,0
"3566","09/26/2024 13:00",7456.52,12487.52,5031,0
"3567","09/26/2024 14:00",7457.41,12492.41,5035,0
"3568","09/26/2024 15:00",12462.81,12754.81,292,0
"3569","09/26/2024 16:00",12331.78,12331.78,0,0
"3570","09/26/2024 17:00",12198.07,12198.07,0,0
"3571","09/26/2024 18:00",12142.28,12143.28,1,0
"3572","09/26/2024 19:00",12141.74,12144.74,3,0
"3573","09/26/2024 20:00",12067.25,12075.25,8,0
"3574","09/26/2024 21:00",9625.14,9837.14,212,0
"3575","09/26/2024 22:00",3560.72,7598.72,4038,0
"3576","09/26/2024 23:00",3033,7102,4069,0
"3577","09/27/2024 00:00",3020.65,7128.65,4108,0
"3578","09/27/2024 01:00",2896.77,7335.77,4439,0
"3579","09/27/2024 02:00",2786.09,7229.09,4443,0
"3580","09/27/2024 03:00",2672.83,7108.83,4436,0
"3581","09/27/2024 04:00",2666.73,7107.73,4441,0
"3582","09/27/2024 05:00",2677.46,7156.46,4479,0
"3583","09/27/2024 06:00",3046.02,8041.02,4995,0
"3584","09/27/2024 07:00",3068.09,8064.09,4996,0
"3585","09/27/2024 08:00",3157.88,8159.88,5002,0
"3586","09/27/2024 09:00",5256.16,10262.16,5006,0
"3587","09/27/2024 10:00",7186.57,12197.57,5011,0
"3588","09/27/2024 11:00",7284.24,12288.24,5004,0
"3589","09/27/2024 12:00",7270.88,12273.88,5003,0
"3590","09/27/2024 13:00",7421.05,12420.05,4999,0
"3591","09/27/2024 14:00",7477.09,12391.09,4914,0
"3592","09/27/2024 15:00",11855.43,11940.43,85,0
"3593","09/27/2024 16:00",12132.7,12133.7,1,0
"3594","09/27/2024 17:00",12095,12102,7,0
"3595","09/27/2024 18:00",12130.46,12137.46,7,0
"3596","09/27/2024 19:00",12134.9,12134.9,0,0
"3597","09/27/2024 20:00",12055.66,12055.66,0,0
"3598","09/27/2024 21:00",9602.92,9839.92,237,0
"3599","09/27/2024 22:00",3538.92,7614.92,4076,0
"3600","09/27/2024 23:00",3002.33,7141.33,4139,0
"3601","09/28/2024 00:00",2542.49,7848.49,5306,0
"3602","09/28/2024 01:00",2510.36,7825.36,5315,0
"3603","09/28/2024 02:00",2507.19,7828.19,5321,0
"3604","09/28/2024 03:00",2560.79,7886.79,5326,0
"3605","09/28/2024 04:00",2639.8,7922.8,5283,0
"3606","09/28/2024 05:00",2709.44,7820.44,5111,0
"3607","09/28/2024 06:00",2951.84,8057.84,5106,0
"3608","09/28/2024 07:00",3209.54,8317.54,5108,0
"3609","09/28/2024 08:00",3484.06,8711.06,5227,0
"3610","09/28/2024 09:00",4657.17,11273.17,6616,0
"3611","09/28/2024 10:00",4747.87,11386.87,6639,0
"3612","09/28/2024 11:00",4824.49,11472.49,6648,0
"3613","09/28/2024 12:00",4827.39,11469.39,6642,0
"3614","09/28/2024 13:00",4828.93,11467.93,6639,0
"3615","09/28/2024 14:00",5043.83,11640.83,6597,0
"3616","09/28/2024 15:00",8724.08,9024.08,300,0
"3617","09/28/2024 16:00",8908.3,8910.3,2,0
"3618","09/28/2024 17:00",8419.06,8422.06,3,0
"3619","09/28/2024 18:00",6474.6,6474.6,0,0
"3620","09/28/2024 19:00",6314.31,6314.31,0,0
"3621","09/28/2024 20:00",6316.03,6316.03,0,0
"3622","09/28/2024 21:00",6206.25,6504.25,298,0
"3623","09/28/2024 22:00",3001.46,8264.46,5263,0
"3624","09/28/2024 23:00",2671.51,7952.51,5281,0
"3625","09/29/2024 00:00",2524.12,7816.12,5292,0
"3626","09/29/2024 01:00",2515.49,7788.49,5273,0
"3627","09/29/2024 02:00",2518.48,7802.48,5284,0
"3628","09/29/2024 03:00",2568.31,7879.31,5311,0
"3629","09/29/2024 04:00",2738.05,8008.05,5270,0
"3630","09/29/2024 05:00",2743.8,7812.8,5069,0
"3631","09/29/2024 06:00",2838.15,7888.15,5050,0
"3632","09/29/2024 07:00",3126.54,8190.54,5064,0
"3633","09/29/2024 08:00",3456.34,8523.34,5067,0
"3634","09/29/2024 09:00",3686.34,8859.34,5173,0
"3635","09/29/2024 10:00",4698.99,11267.99,6569,0
"3636","09/29/2024 11:00",4902.22,11454.22,6552,0
"3637","09/29/2024 12:00",4957.68,11538.68,6581,0
"3638","09/29/2024 13:00",4853.66,11423.66,6570,0
"3639","09/29/2024 14:00",5230.73,11448.73,6218,0
"3640","09/29/2024 15:00",8821.05,8845.05,24,0
"3641","09/29/2024 16:00",8816.73,8816.73,0,0
"3642","09/29/2024 17:00",8517.17,8519.17,2,0
"3643","09/29/2024 18:00",6372.69,6378.69,6,0
"3644","09/29/2024 19:00",6202.26,6214.26,12,0
"3645","09/29/2024 20:00",6199.37,6216.37,17,0
"3646","09/29/2024 21:00",6095.61,6399.61,304,0
"3647","09/29/2024 22:00",2996.35,8250.35,5254,0
"3648","09/29/2024 23:00",2676.28,7981.28,5305,0
"3649","09/30/2024 00:00",2527.18,7837.18,5310,0
"3650","09/30/2024 01:00",2515.26,7835.26,5320,0
"3651","09/30/2024 02:00",2520.18,7847.18,5327,0
"3652","09/30/2024 03:00",2569.68,7903.68,5334,0
"3653","09/30/2024 04:00",2635.2,7970.2,5335,0
"3654","09/30/2024 05:00",2911.7,8240.7,5329,0
"3655","09/30/2024 06:00",3088.58,8421.58,5333,0
"3656","09/30/2024 07:00",3168.64,8505.64,5337,0
"3657","09/30/2024 08:00",4539.67,11641.67,7102,0
"3658","09/30/2024 09:00",4841.86,11992.86,7151,0
"3659","09/30/2024 10:00",5077.11,12234.11,7157,0
"3660","09/30/2024 11:00",5286.4,12449.4,7163,0
"3661","09/30/2024 12:00",5166.84,12305.84,7139,0
"3662","09/30/2024 13:00",5372.35,12506.35,7134,0
"3663","09/30/2024 14:00",5401.88,12433.88,7032,0
"3664","09/30/2024 15:00",9233.06,9669.06,436,0
"3665","09/30/2024 16:00",8165.99,8165.99,0,0
"3666","09/30/2024 17:00",8037.74,8037.74,0,0
"3667","09/30/2024 18:00",7280.4,7284.4,4,0
"3668","09/30/2024 19:00",7224.64,7236.64,12,0
"3669","09/30/2024 20:00",7245.2,7266.2,21,0
"3670","09/30/2024 21:00",7119.18,7306.18,187,0
"3671","09/30/2024 22:00",3090.38,8321.38,5231,0
"3672","09/30/2024 23:00",2681.83,7933.83,5252,0
"3673","10/01/2024 00:00",2531.58,7787.58,5256,0
"3674","10/01/2024 01:00",2524.97,7788.97,5264,0
"3675","10/01/2024 02:00",2520.78,7787.78,5267,0
"3676","10/01/2024 03:00",2575.62,7835.62,5260,0
"3677","10/01/2024 04:00",2652.66,7915.66,5263,0
"3678","10/01/2024 05:00",2992.99,8263.99,5271,0
"3679","10/01/2024 06:00",2996.2,8261.2,5265,0
"3680","10/01/2024 07:00",3213.02,8477.02,5264,0
"3681","10/01/2024 08:00",3852.89,9122.89,5270,0
"3682","10/01/2024 09:00",3882.42,9137.42,5255,0
"3683","10/01/2024 10:00",4055.4,9257.4,5202,0
"3684","10/01/2024 11:00",4093.05,9301.05,5208,0
"3685","10/01/2024 12:00",3954.62,9168.62,5214,0
"3686","10/01/2024 13:00",4120.71,9333.71,5213,0
"3687","10/01/2024 14:00",4161.88,9343.88,5182,0
"3688","10/01/2024 15:00",7813.6,8120.6,307,0
"3689","10/01/2024 16:00",8091.88,8093.88,2,0
"3690","10/01/2024 17:00",8017.84,8020.84,3,0
