"","Elevation (ft)","Live Storage (ac-ft)","Total Storage (ac-ft)","Area (acres)","EvapVolMax","EvapVolMaxUp","EvapVolMaxLo","EvapVolMin","RangeError","Range"
"94",3416.5,1150797.29,3045797.29,29347.97,168163.8681,190761.805,143805.053,164888.377798461,0.326530612244898,0.023478376
"95",3417,1165496.17,3060496.17,29447.5499999,168734.461499427,191409.07499935,144292.99499951,165458.94119908,0.326530612244898,0.02355803999992
"96",3417.5,1180244.84,3075244.84,29547.1199999,169304.997599427,192056.27999935,144780.88799951,166029.504600001,0.326530612244898,0.02363769599992
"97",3418,1195043.3,3090043.3,29646.7,169875.591,192703.55,145268.83,166600.073400001,0.326530612244898,0.02371736
"98",3418.5,1209891.54,3104891.54,29746.27,170446.1271,193350.755,145756.723,167170.636800001,0.326530612244898,0.023797016
"99",3419,1224789.57,3119789.57,29845.8499999,171016.720499427,193998.02499935,146244.66499951,167741.200200001,0.326530612244898,0.02387667999992
"100",3419.5,1239737.39,3134737.39,29945.4199999,171587.256599427,194645.22999935,146732.55799951,168311.7636,0.326530612244898,0.02395633599992
"101",3420,1254735,3149735,30045,172157.85,195292.5,147220.5,168882.332400001,0.326530612244898,0.024036
"102",3420.5,1269786.59,3164786.59,30161.3500001,172824.535500573,196048.77500065,147790.61500049,169457.095800001,0.326530612244898,0.02412908000008
"103",3421,1284896.35,3179896.35,30277.7000001,173491.221000573,196805.05000065,148360.73000049,170040.239200001,0.326530612244898,0.02422216000008
"104",3421.5,1300064.29,3195064.29,30394.0499999,174157.906499427,197561.32499935,148930.84499951,170631.772600001,0.326530612244898,0.02431523999992
"105",3422,1315290.4,3210290.4,30510.4,174824.592,198317.6,149500.96,171231.6914,0.326530612244898,0.02440832
"106",3422.5,1330574.69,3225574.69,30626.7500001,175491.277500573,199073.87500065,150071.07500049,171840.0048,0.326530612244898,0.02450140000008
"107",3423,1345917.15,3240917.15,30743.0999999,176157.962999427,199830.14999935,150641.18999951,172456.6982,0.326530612244898,0.02459447999992
"108",3423.5,1361317.79,3256317.79,30859.4499999,176824.648499427,200586.42499935,151211.30499951,173081.781600001,0.326530612244898,0.02468755999992
"109",3424,1376776.6,3271776.6,30975.8,177491.334,201342.7,151781.42,173715.2504,0.326530612244898,0.02478064
"110",3424.5,1392293.59,3287293.59,31092.1500001,178158.019500573,202098.97500065,152351.53500049,174357.113800001,0.326530612244898,0.02487372000008
"111",3425,1407868.75,3302868.75,31208.4999999,178824.704999427,202855.24999935,152921.64999951,175007.357200001,0.326530612244898,0.02496679999992
"112",3425.5,1423502.09,3318502.09,31324.8499999,179491.390499427,203611.52499935,153491.76499951,175665.990600001,0.326530612244898,0.02505987999992
"113",3426,1439193.6,3334193.6,31441.2,180158.076,204367.8,154061.88,176330.741400001,0.326530612244898,0.02515296
"114",3426.5,1454943.29,3349943.29,31557.5500001,180824.761500573,205124.07500065,154631.99500049,176997.4296,0.326530612244898,0.02524604000008
"115",3427,1470751.15,3365751.15,31673.8999999,181491.446999427,205880.34999935,155202.10999951,177664.1124,0.326530612244898,0.02533911999992
"116",3427.5,1486617.19,3381617.19,31790.25,182158.1325,206636.625,155772.225,178330.8006,0.326530612244898,0.0254322
"117",3428,1502541.4,3397541.4,31906.6,182824.818,207392.9,156342.34,178997.4834,0.326530612244898,0.02552528
"118",3428.5,1518523.79,3413523.79,32022.9500001,183491.503500573,208149.17500065,156912.45500049,179664.171600001,0.326530612244898,0.02561836000008
"119",3429,1534564.35,3429564.35,32139.2999999,184158.188999427,208905.44999935,157482.56999951,180330.854400001,0.326530612244898,0.02571143999992
"120",3429.5,1550663.09,3445663.09,32255.65,184824.8745,209661.725,158052.685,180997.542600001,0.326530612244898,0.02580452
"121",3430,1566820,3461820,32372,185491.56,210418,158622.8,181664.225400001,0.326530612244898,0.0258976
"122",3430.5,1583035.09,3478035.09,32488.3500001,186158.245500573,211174.27500065,159192.91500049,182330.913600001,0.326530612244898,0.02599068000008
"123",3431,1599308.35,3494308.35,32604.6999999,186824.930999427,211930.54999935,159763.02999951,182997.596400001,0.326530612244898,0.02608375999992
"124",3431.5,1615639.79,3510639.79,32721.05,187491.6165,212686.825,160333.145,183664.284600001,0.326530612244898,0.02617684
"125",3432,1632029.4,3527029.4,32837.4,188158.302,213443.1,160903.26,184330.9674,0.326530612244898,0.02626992
"126",3432.5,1648477.19,3543477.19,32953.7500001,188824.987500573,214199.37500065,161473.37500049,184997.655600001,0.326530612244898,0.02636300000008
"127",3433,1664983.15,3559983.15,33070.0999999,189491.672999427,214955.64999935,162043.48999951,185664.3384,0.326530612244898,0.02645607999992
"128",3433.5,1681547.29,3576547.29,33186.45,190158.3585,215711.925,162613.605,186331.026600001,0.326530612244898,0.02654916
"129",3434,1698169.6,3593169.6,33302.8,190825.044,216468.2,163183.72,186997.709400001,0.326530612244898,0.02664224
"130",3434.5,1714850.09,3609850.09,33419.1500001,191491.729500573,217224.47500065,163753.83500049,187664.3976,0.326530612244898,0.02673532000008
"131",3435,1731588.75,3626588.75,33535.4999999,192158.414999427,217980.74999935,164323.94999951,188331.080400001,0.326530612244898,0.02682839999992
"132",3435.5,1748385.59,3643385.59,33651.85,192825.1005,218737.025,164894.065,188997.768600001,0.326530612244898,0.02692148
"133",3436,1765240.6,3660240.6,33768.2,193491.786,219493.3,165464.18,189664.451400001,0.326530612244898,0.02701456
"134",3436.5,1782153.79,3677153.79,33884.5500001,194158.471500573,220249.57500065,166034.29500049,190331.139600001,0.326530612244898,0.02710764000008
"135",3437,1799125.15,3694125.15,34000.8999999,194825.156999427,221005.84999935,166604.40999951,190997.8224,0.326530612244898,0.02720071999992
"136",3437.5,1816154.69,3711154.69,34117.25,195491.8425,221762.125,167174.525,191664.510600001,0.326530612244898,0.0272938
"137",3438,1833242.4,3728242.4,34233.6,196158.528,222518.4,167744.64,192331.193400001,0.326530612244898,0.02738688
"138",3438.5,1850388.29,3745388.29,34349.9500001,196825.213500573,223274.67500065,168314.75500049,192997.881600001,0.326530612244898,0.02747996000008
"139",3439,1867592.35,3762592.35,34466.2999999,197491.898999427,224030.94999935,168884.86999951,193664.564400001,0.326530612244898,0.02757303999992
"140",3439.5,1884854.59,3779854.59,34582.65,198158.5845,224787.225,169454.985,194331.252600001,0.326530612244898,0.02766612
"141",3440,1902175,3797175,34699,198825.27,225543.5,170025.1,194997.935400001,0.326530612244898,0.0277592
"142",3440.5,1919559.89,3814559.89,34840.5499999,199636.351499427,226463.57499935,170718.69499951,195670.923600001,0.326530612244898,0.02787243999992
"143",3441,1937015.55,3832015.55,34982.1,200447.433,227383.65,171412.29,196356.506400001,0.326530612244898,0.02798568
"144",3441.5,1954541.99,3849541.99,35123.6500001,201258.514500573,228303.72500065,172105.88500049,197054.694600001,0.326530612244898,0.02809892000008
"145",3442,1972139.2,3867139.2,35265.1999999,202069.595999427,229223.79999935,172799.47999951,197765.4774,0.326530612244898,0.02821215999992
"146",3442.5,1989807.19,3884807.19,35406.75,202880.6775,230143.875,173493.075,198488.865600001,0.326530612244898,0.0283254
"147",3443,2007545.95,3902545.95,35548.2999999,203691.758999427,231063.94999935,174186.66999951,199224.848400001,0.326530612244898,0.02843863999992
"148",3443.5,2025355.49,3920355.49,35689.85,204502.8405,231984.025,174880.265,199973.436600001,0.326530612244898,0.02855188
"149",3444,2043235.8,3938235.8,35831.4000001,205313.922000573,232904.10000065,175573.86000049,200734.619400001,0.326530612244898,0.02866512000008
"150",3444.5,2061186.89,3956186.89,35972.95,206125.0035,233824.175,176267.455,201508.407600001,0.326530612244898,0.02877836
"151",3445,2079208.75,3974208.75,36114.5000001,206936.085000573,234744.25000065,176961.05000049,202294.790400001,0.326530612244898,0.02889160000008
"152",3445.5,2097301.39,3992301.39,36256.0499999,207747.166499427,235664.32499935,177654.64499951,203093.778600001,0.326530612244898,0.02900483999992
"153",3446,2115464.8,4010464.8,36397.6,208558.248,236584.4,178348.24,203901.959400001,0.326530612244898,0.02911808
"154",3446.5,2133698.99,4028698.99,36539.1500001,209369.329500573,237504.47500065,179041.83500049,204713.043600001,0.326530612244898,0.02923132000008
"155",3447,2152003.95,4047003.95,36680.7,210180.411,238424.55,179735.43,205524.122400001,0.326530612244898,0.02934456
"156",3447.5,2170379.69,4065379.69,36822.2500001,210991.492500573,239344.62500065,180429.02500049,206335.206600001,0.326530612244898,0.02945780000008
"157",3448,2188826.2,4083826.2,36963.7999999,211802.573999427,240264.69999935,181122.61999951,207146.285400001,0.326530612244898,0.02957103999992
"158",3448.5,2207343.49,4102343.49,37105.35,212613.6555,241184.775,181816.215,207957.369600001,0.326530612244898,0.02968428
"159",3449,2225931.55,4120931.55,37246.8999999,213424.736999427,242104.84999935,182509.80999951,208768.448400001,0.326530612244898,0.02979751999992
"160",3449.5,2244590.39,4139590.39,37388.45,214235.8185,243024.925,183203.405,209579.532600001,0.326530612244898,0.02991076
"161",3450,2263320,4158320,37530.0000001,215046.900000573,243945.00000065,183897.00000049,210390.611400001,0.326530612244898,0.03002400000008
"162",3450.5,2282120.39,4177120.39,37671.5499999,215857.981499427,244865.07499935,184590.59499951,211201.695600001,0.326530612244898,0.03013723999992
"163",3451,2300991.55,4195991.55,37813.1,216669.063,245785.15,185284.19,212012.7744,0.326530612244898,0.03025048
"164",3451.5,2319933.49,4214933.49,37954.6499999,217480.144499427,246705.22499935,185977.78499951,212823.858600001,0.326530612244898,0.03036371999992
"165",3452,2338946.2,4233946.2,38096.2,218291.226,247625.3,186671.38,213634.937400001,0.326530612244898,0.03047696
"166",3452.5,2358029.69,4253029.69,38237.7500001,219102.307500573,248545.37500065,187364.97500049,214446.021600001,0.326530612244898,0.03059020000008
"167",3453,2377183.95,4272183.95,38379.2999999,219913.388999427,249465.44999935,188058.56999951,215257.100400001,0.326530612244898,0.03070343999992
"168",3453.5,2396408.99,4291408.99,38520.85,220724.4705,250385.525,188752.165,216068.184600001,0.326530612244898,0.03081668
"169",3454,2415704.8,4310704.8,38662.3999999,221535.551999427,251305.59999935,189445.75999951,216879.2634,0.326530612244898,0.03092991999992
"170",3454.5,2435071.39,4330071.39,38803.95,222346.6335,252225.675,190139.355,217690.347600001,0.326530612244898,0.03104316
"171",3455,2454508.75,4349508.75,38945.5000001,223157.715000573,253145.75000065,190832.95000049,218501.426400001,0.326530612244898,0.03115640000008
"172",3455.5,2474016.89,4369016.89,39087.05,223968.7965,254065.825,191526.545,219312.510600001,0.326530612244898,0.03126964
"173",3456,2493595.8,4388595.8,39228.6000001,224779.878000573,254985.90000065,192220.14000049,220123.5894,0.326530612244898,0.03138288000008
"174",3456.5,2513245.49,4408245.49,39370.1499999,225590.959499427,255905.97499935,192913.73499951,220934.673600001,0.326530612244898,0.03149611999992
"175",3457,2532965.95,4427965.95,39511.7,226402.041,256826.05,193607.33,221745.752400001,0.326530612244898,0.03160936
"176",3457.5,2552757.19,4447757.19,39653.2500001,227213.122500573,257746.12500065,194300.92500049,222556.836600001,0.326530612244898,0.03172260000008
"177",3458,2572619.2,4467619.2,39794.8,228024.204,258666.2,194994.52,223367.915400001,0.326530612244898,0.03183584
"178",3458.5,2592551.99,4487551.99,39936.3500001,228835.285500573,259586.27500065,195688.11500049,224178.999600001,0.326530612244898,0.03194908000008
"179",3459,2612555.55,4507555.55,40077.8999999,229646.366999427,260506.34999935,196381.70999951,224990.0784,0.326530612244898,0.03206231999992
"180",3459.5,2632629.89,4527629.89,40219.45,230457.4485,261426.425,197075.305,225801.162600001,0.326530612244898,0.03217556
"181",3460,2652775,4547775,40360.9999999,231268.529999427,262346.49999935,197768.89999951,226612.241400001,0.326530612244898,0.03228879999992
"182",3460.5,2672992.46,4567992.46,40508.8500001,232115.710500573,263307.52500065,198493.36500049,227424.8956,0.326530612244898,0.03240708000008
"183",3461,2693283.85,4588283.85,40656.7000001,232962.891000573,264268.55000065,199217.83000049,228240.704400001,0.326530612244898,0.03252536000008
"184",3461.5,2713649.16,4608649.16,40804.5500001,233810.071500573,265229.57500065,199942.29500049,229059.658600001,0.326530612244898,0.03264364000008
"185",3462,2734088.4,4629088.4,40952.4000001,234657.252000573,266190.60000065,200666.76000049,229881.767400001,0.326530612244898,0.03276192000008
"186",3462.5,2754601.56,4649601.56,41100.2500001,235504.432500573,267151.62500065,201391.22500049,230707.021600001,0.326530612244898,0.03288020000008
"187",3463,2775188.65,4670188.65,41248.1,236351.613,268112.65,202115.69,231535.4304,0.326530612244898,0.03299848
"188",3463.5,2795849.66,4690849.66,41395.95,237198.7935,269073.675,202840.155,232366.984600001,0.326530612244898,0.03311676
"189",3464,2816584.6,4711584.6,41543.8,238045.974,270034.7,203564.62,233201.693400001,0.326530612244898,0.03323504
"190",3464.5,2837393.46,4732393.46,41691.65,238893.1545,270995.725,204289.085,234039.547600001,0.326530612244898,0.03335332
"191",3465,2858276.25,4753276.25,41839.5,239740.335,271956.75,205013.55,234880.556400001,0.326530612244898,0.0334716
"192",3465.5,2879232.96,4774232.96,41987.35,240587.5155,272917.775,205738.015,235724.710600001,0.326530612244898,0.03358988
"193",3466,2900263.6,4795263.6,42135.2,241434.696,273878.8,206462.48,236571.171600001,0.326530612244898,0.03370816
"194",3466.5,2921368.16,4816368.16,42283.05,242281.8765,274839.825,207186.945,237418.349400001,0.326530612244898,0.03382644
"195",3467,2942546.65,4837546.65,42430.8999999,243129.056999427,275800.84999935,207911.40999951,238265.532600001,0.326530612244898,0.03394471999992
"196",3467.5,2963799.06,4858799.06,42578.7499999,243976.237499427,276761.87499935,208635.87499951,239112.710400001,0.326530612244898,0.03406299999992
"197",3468,2985125.4,4880125.4,42726.5999999,244823.417999427,277722.89999935,209360.33999951,239959.893600001,0.326530612244898,0.03418127999992
"198",3468.5,3006525.66,4901525.66,42874.4499999,245670.598499427,278683.92499935,210084.80499951,240807.071400001,0.326530612244898,0.03429955999992
"199",3469,3027999.85,4922999.85,43022.2999999,246517.778999427,279644.94999935,210809.26999951,241654.254600001,0.326530612244898,0.03441783999992
"200",3469.5,3049547.96,4944547.96,43170.1499999,247364.959499427,280605.97499935,211533.73499951,242501.432400001,0.326530612244898,0.03453611999992
"201",3470,3071170,4966170,43318.0000001,248212.140000573,281567.00000065,212258.20000049,243348.615600001,0.326530612244898,0.03465440000008
"202",3470.5,3092865.96,4987865.96,43465.8500001,249059.320500573,282528.02500065,212982.66500049,244195.793400001,0.326530612244898,0.03477268000008
"203",3471,3114635.85,5009635.85,43613.7000001,249906.501000573,283489.05000065,213707.13000049,245042.976600001,0.326530612244898,0.03489096000008
"204",3471.5,3136479.66,5031479.66,43761.5500001,250753.681500573,284450.07500065,214431.59500049,245890.154400001,0.326530612244898,0.03500924000008
"205",3472,3158397.4,5053397.4,43909.4000001,251600.862000573,285411.10000065,215156.06000049,246737.337600001,0.326530612244898,0.03512752000008
"206",3472.5,3180389.06,5075389.06,44057.2500001,252448.042500573,286372.12500065,215880.52500049,247584.515400001,0.326530612244898,0.03524580000008
"207",3473,3202454.65,5097454.65,44205.1,253295.223,287333.15,216604.99,248431.698600001,0.326530612244898,0.03536408
"208",3473.5,3224594.16,5119594.16,44352.95,254142.4035,288294.175,217329.455,249278.876400001,0.326530612244898,0.03548236
"209",3474,3246807.6,5141807.6,44500.8,254989.584,289255.2,218053.92,250126.059600001,0.326530612244898,0.03560064
"210",3474.5,3269094.96,5164094.96,44648.65,255836.7645,290216.225,218778.385,250973.2374,0.326530612244898,0.03571892
"211",3475,3291456.25,5186456.25,44796.5,256683.945,291177.25,219502.85,251820.420600001,0.326530612244898,0.0358372
"212",3475.5,3313891.46,5208891.46,44944.35,257531.1255,292138.275,220227.315,252667.598400001,0.326530612244898,0.03595548
"213",3476,3336400.6,5231400.6,45092.2,258378.306,293099.3,220951.78,253514.781600001,0.326530612244898,0.03607376
"214",3476.5,3358983.66,5253983.66,45240.05,259225.4865,294060.325,221676.245,254361.959400001,0.326530612244898,0.03619204
"215",3477,3381640.65,5276640.65,45387.8999999,260072.666999427,295021.34999935,222400.70999951,255209.1426,0.326530612244898,0.03631031999992
"216",3477.5,3404371.56,5299371.56,45535.7499999,260919.847499427,295982.37499935,223125.17499951,256056.320400001,0.326530612244898,0.03642859999992
"217",3478,3427176.4,5322176.4,45683.5999999,261767.027999427,296943.39999935,223849.63999951,256903.503600001,0.326530612244898,0.03654687999992
"218",3478.5,3450055.16,5345055.16,45831.4499999,262614.208499427,297904.42499935,224574.10499951,257750.681400001,0.326530612244898,0.03666515999992
"219",3479,3473007.85,5368007.85,45979.2999999,263461.388999427,298865.44999935,225298.56999951,258597.864600001,0.326530612244898,0.03678343999992
"220",3479.5,3496034.46,5391034.46,46127.1500001,264308.569500573,299826.47500065,226023.03500049,259445.042400001,0.326530612244898,0.03690172000008
"221",3480,3519135,5414135,46275.0000001,265155.750000573,300787.50000065,226747.50000049,260292.225600001,0.326530612244898,0.03702000000008
"222",3480.5,3542310.69,5437310.69,46427.7699999,266031.122099427,301780.50499935,227496.07299951,261140.633400001,0.326530612244898,0.03714221599992
"223",3481,3565562.77,5460562.77,46580.5499999,266906.551499427,302773.57499935,228244.69499951,261991.506600001,0.326530612244898,0.03726443999992
"224",3481.5,3588891.24,5483891.24,46733.32,267781.9236,303766.58,228993.268,262844.844400001,0.326530612244898,0.037386656
"225",3482,3612296.1,5507296.1,46886.0999999,268657.352999427,304759.64999935,229741.88999951,263700.647600001,0.326530612244898,0.03750887999992
"226",3482.5,3635777.34,5530777.34,47038.87,269532.7251,305752.655,230490.463,264558.905400001,0.326530612244898,0.037631096
"227",3483,3659334.97,5554334.97,47191.65,270408.1545,306745.725,231239.085,265419.628600001,0.326530612244898,0.03775332
"228",3483.5,3682968.99,5577968.99,47344.42,271283.5266,307738.73,231987.658,266282.816400001,0.326530612244898,0.037875536
"229",3484,3706679.4,5601679.4,47497.2,272158.956,308731.8,232736.28,267148.469600001,0.326530612244898,0.03799776
"230",3484.5,3730466.19,5625466.19,47649.9700001,273034.328100573,309724.80500065,233484.85300049,268016.577400001,0.326530612244898,0.03811997600008
"231",3485,3754329.37,5649329.37,47802.75,273909.7575,310717.875,234233.475,268887.150600001,0.326530612244898,0.0382422
"232",3485.5,3778268.94,5673268.94,47955.5200001,274785.129600573,311710.88000065,234982.04800049,269760.188400001,0.326530612244898,0.03836441600008
"233",3486,3802284.9,5697284.9,48108.3000001,275660.559000573,312703.95000065,235730.67000049,270635.027400001,0.326530612244898,0.03848664000008
"234",3486.5,3826377.24,5721377.24,48261.0699999,276535.931099427,313696.95499935,236479.24299951,271510.426800001,0.326530612244898,0.03860885599992
"235",3487,3850545.97,5745545.97,48413.8500001,277411.360500573,314690.02500065,237227.86500049,272385.826200001,0.326530612244898,0.03873108000008
"236",3487.5,3874791.09,5769791.09,48566.6199999,278286.732599427,315683.02999935,237976.43799951,273261.2256,0.326530612244898,0.03885329599992
"237",3488,3899112.6,5794112.6,48719.3999999,279162.161999427,316676.09999935,238725.05999951,274136.630400001,0.326530612244898,0.03897551999992
"238",3488.5,3923510.49,5818510.49,48872.17,280037.5341,317669.105,239473.633,275012.029800001,0.326530612244898,0.039097736
"239",3489,3947984.77,5842984.77,49024.9499999,280912.963499427,318662.17499935,240222.25499951,275887.429200001,0.326530612244898,0.03921995999992
"240",3489.5,3972535.44,5867535.44,49177.72,281788.3356,319655.18,240970.828,276762.828600001,0.326530612244898,0.039342176
"241",3490,3997162.5,5892162.5,49330.4999999,282663.764999427,320648.24999935,241719.44999951,277638.233400001,0.326530612244898,0.03946439999992
"242",3490.5,4021865.94,5916865.94,49483.27,283539.1371,321641.255,242468.023,278513.632800001,0.326530612244898,0.039586616
"243",3491,4046645.77,5941645.77,49636.05,284414.5665,322634.325,243216.645,279389.032200001,0.326530612244898,0.03970884
"244",3491.5,4071501.99,5966501.99,49788.8200001,285289.938600573,323627.33000065,243965.21800049,280264.431600001,0.326530612244898,0.03983105600008
"245",3492,4096434.6,5991434.6,49941.6,286165.368,324620.4,244713.84,281139.836400001,0.326530612244898,0.03995328
"246",3492.5,4121443.59,6016443.59,50094.3700001,287040.740100573,325613.40500065,245462.41300049,282015.2358,0.326530612244898,0.04007549600008
"247",3493,4146528.97,6041528.97,50247.1500001,287916.169500573,326606.47500065,246211.03500049,282890.635200001,0.326530612244898,0.04019772000008
"248",3493.5,4171690.74,6066690.74,50399.9199999,288791.541599427,327599.47999935,246959.60799951,283766.034600001,0.326530612244898,0.04031993599992
"249",3494,4196928.9,6091928.9,50552.7000001,289666.971000573,328592.55000065,247708.23000049,284641.439400001,0.326530612244898,0.04044216000008
"250",3494.5,4222243.44,6117243.44,50705.4699999,290542.343099427,329585.55499935,248456.80299951,285516.838800001,0.326530612244898,0.04056437599992
"251",3495,4247634.37,6142634.37,50858.2500001,291417.772500573,330578.62500065,249205.42500049,286392.238200001,0.326530612244898,0.04068660000008
"252",3495.5,4273101.69,6168101.69,51011.02,292293.1446,331571.63,249953.998,287267.637600001,0.326530612244898,0.040808816
"253",3496,4298645.4,6193645.4,51163.7999999,293168.573999427,332564.69999935,250702.61999951,288143.042400001,0.326530612244898,0.04093103999992
"254",3496.5,4324265.49,6219265.49,51316.57,294043.9461,333557.705,251451.193,289018.441800001,0.326530612244898,0.041053256
"255",3497,4349961.97,6244961.97,51469.3499999,294919.375499427,334550.77499935,252199.81499951,289893.841200001,0.326530612244898,0.04117547999992
"256",3497.5,4375734.84,6270734.84,51622.12,295794.7476,335543.78,252948.388,290769.240600001,0.326530612244898,0.041297696
"257",3498,4401584.1,6296584.1,51774.9,296670.177,336536.85,253697.01,291644.645400001,0.326530612244898,0.04141992
"258",3498.5,4427509.74,6322509.74,51927.6700001,297545.549100573,337529.85500065,254445.58300049,292520.044800001,0.326530612244898,0.04154213600008
"259",3499,4453511.77,6348511.77,52080.45,298420.9785,338522.925,255194.205,293395.4442,0.326530612244898,0.04166436
"260",3499.5,4479590.19,6374590.19,52233.2200001,299296.350600573,339515.93000065,255942.77800049,294270.843600001,0.326530612244898,0.04178657600008
"261",3500,4505745,6400745,52386,300171.78,340509,256691.4,295146.248400001,0.326530612244898,0.0419088
"262",3500.5,4531982.31,6426982.31,52563.2500001,301187.422500573,341661.12500065,257559.92500049,296027.7678,0.326530612244898,0.04205060000008
"263",3501,4558308.25,6453308.25,52740.5000001,302203.065000573,342813.25000065,258428.45000049,296921.5272,0.326530612244898,0.04219240000008
"264",3501.5,4584722.81,6479722.81,52917.7499999,303218.707499427,343965.37499935,259296.97499951,297827.5166,0.326530612244898,0.04233419999992
"265",3502,4611226,6506226,53094.9999999,304234.349999427,345117.49999935,260165.49999951,298745.7514,0.326530612244898,0.04247599999992
"266",3502.5,4637817.81,6532817.81,53272.25,305249.9925,346269.625,261034.025,299676.2208,0.326530612244898,0.0426178
"267",3503,4664498.25,6559498.25,53449.5,306265.635,347421.75,261902.55,300618.930200001,0.326530612244898,0.0427596
"268",3503.5,4691267.31,6586267.31,53626.75,307281.2775,348573.875,262771.075,301573.869600001,0.326530612244898,0.0429014
"269",3504,4718125,6613125,53804,308296.92,349726,263639.6,302541.054400001,0.326530612244898,0.0430432
"270",3504.5,4745071.31,6640071.31,53981.2500001,309312.562500573,350878.12500065,264508.12500049,303520.473800001,0.326530612244898,0.04318500000008
"271",3505,4772106.25,6667106.25,54158.5000001,310328.205000573,352030.25000065,265376.65000049,304512.133200001,0.326530612244898,0.04332680000008
"272",3505.5,4799229.81,6694229.81,54335.7499999,311343.847499427,353182.37499935,266245.17499951,305516.022600001,0.326530612244898,0.04346859999992
"273",3506,4826442,6721442,54512.9999999,312359.489999427,354334.49999935,267113.69999951,306528.852600001,0.326530612244898,0.04361039999992
"274",3506.5,4853742.81,6748742.81,54690.25,313375.1325,355486.625,267982.225,307544.492400001,0.326530612244898,0.0437522
"275",3507,4881132.25,6776132.25,54867.5,314390.775,356638.75,268850.75,308560.137600001,0.326530612244898,0.043894
"276",3507.5,4908610.31,6803610.31,55044.75,315406.4175,357790.875,269719.275,309575.777400001,0.326530612244898,0.0440358
"277",3508,4936177,6831177,55222.0000001,316422.060000573,358943.00000065,270587.80000049,310591.422600001,0.326530612244898,0.04417760000008
"278",3508.5,4963832.31,6858832.31,55399.2500001,317437.702500573,360095.12500065,271456.32500049,311607.062400001,0.326530612244898,0.04431940000008
"279",3509,4991576.25,6886576.25,55576.5000001,318453.345000573,361247.25000065,272324.85000049,312622.707600001,0.326530612244898,0.04446120000008
"280",3509.5,5019408.81,6914408.81,55753.7499999,319468.987499427,362399.37499935,273193.37499951,313638.3474,0.326530612244898,0.04460299999992
"281",3510,5047330,6942330,55930.9999999,320484.629999427,363551.49999935,274061.89999951,314653.992600001,0.326530612244898,0.04474479999992
"282",3510.5,5075339.81,6970339.81,56108.25,321500.2725,364703.625,274930.425,315669.6324,0.326530612244898,0.0448866
"283",3511,5103438.25,6998438.25,56285.5,322515.915,365855.75,275798.95,316685.277600002,0.326530612244898,0.0450284
"284",3511.5,5131625.31,7026625.31,56462.75,323531.5575,367007.875,276667.475,317700.917400001,0.326530612244898,0.0451702
"285",3512,5159901,7054901,56640.0000001,324547.200000573,368160.00000065,277536.00000049,318716.562600001,0.326530612244898,0.04531200000008
"286",3512.5,5188265.31,7083265.31,56817.2500001,325562.842500573,369312.12500065,278404.52500049,319732.202400001,0.326530612244898,0.04545380000008
"287",3513,5216718.25,7111718.25,56994.4999999,326578.484999427,370464.24999935,279273.04999951,320747.847600001,0.326530612244898,0.04559559999992
"288",3513.5,5245259.81,7140259.81,57171.7499999,327594.127499427,371616.37499935,280141.57499951,321763.487400001,0.326530612244898,0.04573739999992
"289",3514,5273890,7168890,57348.9999999,328609.769999427,372768.49999935,281010.09999951,322779.132600001,0.326530612244898,0.04587919999992
"290",3514.5,5302608.81,7197608.81,57526.25,329625.4125,373920.625,281878.625,323794.772400001,0.326530612244898,0.046021
"291",3515,5331416.25,7226416.25,57703.5,330641.055,375072.75,282747.15,324810.417600001,0.326530612244898,0.0461628
"292",3515.5,5360312.31,7255312.31,57880.75,331656.6975,376224.875,283615.675,325826.057400001,0.326530612244898,0.0463046
"293",3516,5389297,7284297,58058.0000001,332672.340000573,377377.00000065,284484.20000049,326841.702600001,0.326530612244898,0.04644640000008
"294",3516.5,5418370.31,7313370.31,58235.2500001,333687.982500573,378529.12500065,285352.72500049,327857.3424,0.326530612244898,0.04658820000008
"295",3517,5447532.25,7342532.25,58412.4999999,334703.624999427,379681.24999935,286221.24999951,328872.987600002,0.326530612244898,0.04672999999992
"296",3517.5,5476782.81,7371782.81,58589.7499999,335719.267499427,380833.37499935,287089.77499951,329888.627400001,0.326530612244898,0.04687179999992
"297",3518,5506122,7401122,58767,336734.91,381985.5,287958.3,330904.272600002,0.326530612244898,0.0470136
"298",3518.5,5535549.81,7430549.81,58944.25,337750.5525,383137.625,288826.825,331919.912400001,0.326530612244898,0.0471554
"299",3519,5565066.25,7460066.25,59121.5,338766.195,384289.75,289695.35,332935.557600001,0.326530612244898,0.0472972
"300",3519.5,5594671.31,7489671.31,59298.7500001,339781.837500573,385441.87500065,290563.87500049,333951.197400001,0.326530612244898,0.04743900000008
"301",3520,5624365,7519365,59476.0000001,340797.480000573,386594.00000065,291432.40000049,334966.842600001,0.326530612244898,0.04758080000008
"302",3520.5,5654151.31,7549151.31,59669.2499999,341904.802499427,387850.12499935,292379.32499951,335986.482400001,0.326530612244898,0.04773539999992
"303",3521,5684034.25,7579034.25,59862.5,343012.125,389106.25,293326.25,337014.127600001,0.326530612244898,0.04789
"304",3521.5,5714013.81,7609013.81,60055.7500001,344119.447500573,390362.37500065,294273.17500049,338049.767400001,0.326530612244898,0.04804460000008
"305",3522,5744090,7639090,60249,345226.77,391618.5,295220.1,339093.412600001,0.326530612244898,0.0481992
